,FIELD_GOAL_MADE,FIELD_GOAL_MISSED,FREE_THROW,REBOUND,TURNOVER,FOUL,VIOLATION,SUBSTITUTION,EJECTION,FIELD_GOAL_MADE_DIFF,FIELD_GOAL_MISSED_DIFF,FREE_THROW_DIFF,REBOUND_DIFF,TURNOVER_DIFF,FOUL_DIFF,TEAM_NAME,GAME_ID,WL
553,23,22,8,23,9,13,0,11,0,2,0,-8,6,5,2,Magic,0022300274,W
554,24,21,5,23,7,8,0,14,0,7,-10,0,0,-1,3,Grizzlies,0022300277,W
555,17,31,5,23,8,5,0,11,0,-7,10,0,0,1,-3,Mavericks,0022300277,L
556,31,15,1,14,4,10,2,11,0,7,-5,-8,-3,-2,5,Nuggets,0022300279,W
557,24,20,9,17,6,5,0,13,0,-7,5,8,3,2,-5,Suns,0022300279,L
558,26,21,12,17,4,11,0,15,0,2,-2,2,-3,-3,0,Pacers,0022300284,W
559,24,23,10,20,7,11,0,13,0,-2,2,-2,3,3,0,Heat,0022300284,L
560,27,20,5,22,8,10,0,10,0,3,-6,-6,3,3,4,Bucks,0022300286,W
561,24,26,11,19,5,6,0,12,0,-3,6,6,-3,-3,-4,Hawks,0022300286,L
562,15,29,11,20,7,9,0,11,0,-7,8,1,-7,-1,-2,Trail Blazers,0022300289,L
563,22,21,10,27,8,11,0,11,0,7,-8,-1,7,1,2,Jazz,0022300289,W
564,21,22,14,15,3,5,0,12,0,-3,4,6,-5,-6,-6,Hornets,0022300281,L
565,24,18,8,20,9,11,1,12,0,3,-4,-6,5,6,6,Timberwolves,0022300281,W
566,21,23,5,19,5,9,0,13,0,-3,5,-7,-2,1,3,Bulls,0022300285,W
567,24,18,12,21,4,6,3,14,0,3,-5,7,2,-1,-3,Pelicans,0022300285,L
568,19,25,13,20,8,9,1,13,0,0,-1,6,-4,-1,-3,Suns,0022300288,W
569,19,26,7,24,9,12,0,12,0,0,1,-6,4,1,3,Grizzlies,0022300288,L
570,25,25,20,34,4,17,0,14,0,11,-8,-3,14,1,3,Nets,0022300282,W
571,14,33,23,20,3,14,0,11,0,-11,8,3,-14,-1,-3,Magic,0022300282,L
572,26,23,5,25,5,9,2,13,0,4,-8,-5,3,1,5,Kings,0022300290,W
573,22,31,10,22,4,4,0,13,0,-4,8,5,-3,-1,-5,Nuggets,0022300290,L
574,19,24,8,27,8,9,1,13,0,-2,-1,-1,6,5,3,Pistons,0022300283,L
575,21,25,9,21,3,6,1,11,0,2,1,1,-6,-5,-3,Cavaliers,0022300283,W
576,22,21,14,23,4,7,2,10,0,4,-1,9,4,-4,-7,Lakers,0022300291,W
577,18,22,5,19,8,14,0,12,0,-4,1,-9,-4,4,7,Rockets,0022300291,L
578,20,28,3,18,5,10,1,10,0,-3,9,-7,-5,-1,6,Clippers,0022300280,W
579,23,19,10,23,6,4,0,12,0,3,-9,7,5,1,-6,Warriors,0022300280,L
580,17,24,24,25,8,12,2,9,0,-8,-5,13,-1,3,-3,Mavericks,0022300287,L
581,25,29,11,26,5,15,1,11,0,8,5,-13,1,-3,3,Thunder,0022300287,W
582,16,29,9,19,4,7,0,13,0,-8,0,7,-15,-3,-1,Pacers,0022301202,W
583,24,29,2,34,7,8,0,13,0,8,0,-7,15,3,1,Celtics,0022301202,L
584,20,21,16,20,10,12,0,18,0,-4,1,2,1,2,2,Kings,0022301204,L
585,24,20,14,19,8,10,0,12,0,4,-1,-2,-1,-2,-2,Pelicans,0022301204,W
586,17,20,11,22,13,11,0,12,0,-5,-13,-3,-2,9,0,Suns,0022301203,L
587,22,33,14,24,4,11,0,12,0,5,13,3,2,-9,0,Lakers,0022301203,W
588,26,19,18,18,7,9,0,11,0,-2,4,9,8,0,-4,Knicks,0022301201,L
589,28,15,9,10,7,13,1,12,0,2,-4,-9,-8,0,4,Bucks,0022301201,W
590,22,27,5,24,8,9,1,13,0,0,5,-8,3,3,3,Nuggets,0022301215,L
591,22,22,13,21,5,6,0,9,0,0,-5,8,-3,-3,-3,Clippers,0022301215,W
592,23,20,14,21,3,5,0,10,0,-2,-2,8,3,1,-7,Raptors,0022301207,L
593,25,22,6,18,2,12,0,11,0,2,2,-8,-3,-1,7,Heat,0022301207,W
594,19,24,6,18,9,9,0,10,0,-11,3,-2,-5,6,5,Jazz,0022301213,L
595,30,21,8,23,3,4,0,11,0,11,-3,2,5,-6,-5,Mavericks,0022301213,W
596,22,22,16,24,8,6,0,9,0,-6,-1,15,7,5,-4,76ers,0022301208,W
597,28,23,1,17,3,10,0,10,0,6,1,-15,-7,-5,4,Wizards,0022301208,L
598,24,22,9,26,8,15,0,14,0,6,2,-14,11,2,4,Cavaliers,0022301205,W
599,18,20,23,15,6,11,1,13,0,-6,-2,14,-11,-2,-4,Magic,0022301205,L
600,15,29,19,27,10,9,1,13,0,-4,-6,9,-2,5,-7,Warriors,0022301214,W
601,19,35,10,29,5,16,0,13,0,4,6,-9,2,-5,7,Trail Blazers,0022301214,L
602,18,32,12,29,8,13,0,12,0,-2,9,-2,6,1,2,Nets,0022301209,W
603,20,23,14,23,7,11,0,12,0,2,-9,2,-6,-1,-2,Hawks,0022301209,L
604,22,21,8,28,10,10,0,17,0,4,-7,-5,12,8,0,Rockets,0022301212,W
605,18,28,13,16,2,10,2,18,0,-4,7,5,-12,-8,0,Thunder,0022301212,L
606,22,31,8,24,3,9,0,13,0,6,8,-4,-1,-6,1,Spurs,0022301210,L
607,16,23,12,25,9,8,0,12,0,-6,-8,4,1,6,-1,Timberwolves,0022301210,W
608,22,25,7,21,9,4,0,13,0,-2,4,5,-2,-1,-4,Grizzlies,0022301206,W
609,24,21,2,23,10,8,0,9,0,2,-4,-5,2,1,4,Pistons,0022301206,L
610,18,28,6,24,6,7,0,12,0,0,2,-1,-4,-4,-1,Hornets,0022301211,L
611,18,26,7,28,10,8,1,15,0,0,-2,1,4,4,1,Bulls,0022301211,W
612,20,26,9,23,7,10,0,11,0,-5,1,-4,-1,4,3,Bucks,0022301229,L
613,25,25,13,24,3,7,0,11,0,5,-1,4,1,-4,-3,Pacers,0022301229,W
614,24,21,9,23,8,7,0,11,0,3,-5,-1,-1,0,-3,Lakers,0022301230,W
615,21,26,10,24,8,10,0,12,0,-3,5,1,1,0,3,Pelicans,0022301230,L
616,21,19,13,27,15,13,0,12,0,0,-4,0,12,11,1,Warriors,0022301222,L
617,21,23,13,15,4,12,0,14,0,0,4,0,-12,-11,-1,Thunder,0022301222,W
618,17,23,10,20,8,8,1,13,0,-6,3,-1,-1,3,1,Pistons,0022301217,L
619,23,20,11,21,5,7,0,10,0,6,-3,1,1,-3,-1,Magic,0022301217,W
620,18,24,12,21,7,6,1,11,0,-3,-9,6,-7,4,-4,Wizards,0022301219,L
621,21,33,6,28,3,10,0,12,0,3,9,-6,7,-4,4,Nets,0022301219,W
622,19,31,6,24,5,12,0,13,0,-3,11,-9,-3,-2,6,Kings,0022301228,W
623,22,20,15,27,7,6,0,11,0,3,-11,9,3,2,-6,Suns,0022301228,L
624,21,20,12,27,7,9,1,14,0,1,-13,0,1,2,-1,Spurs,0022301223,L
625,20,33,12,26,5,10,0,14,0,-1,13,0,-1,-2,1,Bulls,0022301223,W
626,28,20,10,17,4,10,0,10,0,5,0,-7,-2,-2,-1,Celtics,0022301227,W
627,23,20,17,19,6,11,0,9,0,-5,0,7,2,2,1,Knicks,0022301227,L
628,23,23,8,21,11,10,0,11,0,-2,7,0,7,2,3,Raptors,0022301216,L
629,25,16,8,14,9,7,0,12,0,2,-7,0,-7,-2,-3,Hornets,0022301216,W
630,20,23,11,17,4,13,1,13,0,0,-5,-4,-11,-1,5,Grizzlies,0022301221,L
631,20,28,15,28,5,8,0,11,0,0,5,4,11,1,-5,Timberwolves,0022301221,W
632,21,19,13,19,7,9,0,9,0,4,-11,4,0,0,0,Clippers,0022301225,W
633,17,30,9,19,7,9,1,11,0,-4,11,-4,0,0,0,Jazz,0022301225,L
634,26,18,16,19,9,15,0,14,0,6,-14,3,-3,2,0,Mavericks,0022301226,W
635,20,32,13,22,7,15,0,10,0,-6,14,-3,3,-2,0,Trail Blazers,0022301226,L
636,21,28,10,30,6,10,0,16,0,3,2,2,8,-3,0,Cavaliers,0022301220,W
637,18,26,8,22,9,10,0,11,0,-3,-2,-2,-8,3,0,Heat,0022301220,L
638,18,28,10,25,5,9,0,8,0,1,3,1,2,-2,0,Rockets,0022301224,W
639,17,25,9,23,7,9,1,10,0,-1,-3,-1,-2,2,0,Nuggets,0022301224,L
640,22,26,11,25,8,6,1,10,0,-3,-4,1,-1,4,-2,76ers,0022301218,W
641,25,30,10,26,4,8,0,14,0,3,4,-1,1,-4,2,Hawks,0022301218,L
642,17,25,10,22,6,6,0,11,0,-2,-2,3,-1,-2,-4,Nets,0022300303,L
643,19,27,7,23,8,10,1,17,0,2,2,-3,1,2,4,Kings,0022300303,W
644,26,26,9,24,5,12,0,9,0,9,0,-5,-3,-9,6,76ers,0022300295,W
645,17,26,14,27,14,6,0,11,0,-9,0,5,3,9,-6,Wizards,0022300295,L
646,28,19,3,15,2,12,0,9,0,6,-3,-14,-6,-4,6,Clippers,0022300304,W
647,22,22,17,21,6,6,1,9,0,-6,3,14,6,4,-6,Trail Blazers,0022300304,L
648,22,22,12,25,8,12,0,12,0,2,-4,1,2,2,2,Pelicans,0022300301,W
649,20,26,11,23,6,10,1,11,0,-2,4,-1,-2,-2,-2,Timberwolves,0022300301,L
650,26,19,11,19,1,9,0,10,0,1,-4,3,0,-1,0,Bucks,0022300300,W
651,25,23,8,19,2,9,1,13,0,-1,4,-3,0,1,0,Bulls,0022300300,L
652,24,23,8,22,7,8,0,12,0,4,-5,2,1,1,-3,Thunder,0022300302,W
653,20,28,6,21,6,11,0,12,0,-4,5,-2,-1,-1,3,Jazz,0022300302,L
654,18,27,10,27,8,11,0,13,0,2,-5,-8,0,4,2,Spurs,0022300298,L
655,16,32,18,27,4,9,0,17,0,-2,5,8,0,-4,-2,Rockets,0022300298,W
656,28,20,3,20,10,10,0,13,0,6,1,-10,2,0,5,Pacers,0022300293,W
657,22,19,13,18,10,5,0,14,0,-6,-1,10,-2,0,-5,Pistons,0022300293,L
658,27,22,6,25,6,9,0,12,0,4,1,-1,12,1,4,Nuggets,0022300296,W
659,23,21,7,13,5,5,0,12,0,-4,-1,1,-12,-1,-4,Hawks,0022300296,L
660,18,23,14,26,8,13,0,16,0,0,-5,1,6,3,1,Cavaliers,0022300294,L
661,18,28,13,20,5,12,0,10,0,0,5,-1,-6,-3,-1,Magic,0022300294,W
662,19,25,7,15,5,10,0,13,0,0,3,-7,-8,1,2,Hornets,0022300292,L
663,19,22,14,23,4,8,0,10,0,0,-3,7,8,-1,-2,Heat,0022300292,W
664,24,32,14,25,2,10,0,12,0,0,12,2,2,-3,0,Raptors,0022300297,L
665,24,20,12,23,5,10,1,10,0,0,-12,-2,-2,3,0,Knicks,0022300297,W
666,24,20,12,23,6,9,0,13,0,6,-3,5,8,-4,0,Mavericks,0022300299,W
667,18,23,7,15,10,9,1,14,0,-6,3,-5,-8,4,0,Grizzlies,0022300299,L
668,18,26,11,25,5,12,0,15,0,-1,-3,-1,-4,-1,1,Suns,0022300308,W
669,19,29,12,29,6,11,0,16,0,1,3,1,4,1,-1,Warriors,0022300308,L
670,20,28,16,26,3,11,0,14,1,4,0,4,2,-5,0,Nuggets,0022300307,W
671,16,28,12,24,8,11,0,15,0,-4,0,-4,-2,5,0,Bulls,0022300307,L
672,24,26,2,20,9,10,0,12,0,6,1,-15,-1,1,6,Cavaliers,0022300305,L
673,18,25,17,21,8,4,0,13,0,-6,-1,15,1,-1,-6,Celtics,0022300305,W
674,26,18,10,25,7,6,1,9,0,7,-10,0,6,-1,-4,Clippers,0022300309,W
675,19,28,10,19,8,10,1,12,0,-7,10,0,-6,1,4,Kings,0022300309,L
676,23,22,12,16,10,12,1,11,0,-1,4,-2,-1,2,0,Lakers,0022300306,L
677,24,18,14,17,8,12,0,11,0,1,-4,2,1,-2,0,Mavericks,0022300306,W
678,20,25,12,29,9,9,0,12,0,4,-1,3,9,1,-1,Rockets,0022300314,W
679,16,26,9,20,8,10,1,12,0,-4,1,-3,-9,-1,1,Grizzlies,0022300314,L
680,20,20,10,22,14,9,0,8,0,3,0,0,6,1,-4,Heat,0022300312,W
681,17,20,10,16,13,13,0,14,0,-3,0,0,-6,-1,4,Hornets,0022300312,L
682,21,24,16,15,1,12,0,13,0,-2,4,-3,-16,-4,0,Pistons,0022300310,L
683,23,20,19,31,5,12,1,9,0,2,-4,3,16,4,0,76ers,0022300310,W
684,19,31,5,21,8,6,2,12,0,-8,11,1,-8,0,-2,Spurs,0022300316,L
685,27,20,4,29,8,8,0,12,0,8,-11,-1,8,0,2,Lakers,0022300316,W
686,20,27,9,28,4,9,0,11,0,1,-6,3,1,-2,0,Knicks,0022300318,L
687,19,33,6,27,6,9,0,11,0,-1,6,-3,-1,2,0,Jazz,0022300318,W
688,26,21,7,23,6,10,0,11,0,0,-2,-1,2,1,6,Raptors,0022300313,W
689,26,23,8,21,5,4,1,11,0,0,2,1,-2,-1,-6,Hawks,0022300313,L
690,26,25,13,24,5,9,0,12,0,5,6,-1,9,-5,3,Pelicans,0022300311,W
691,21,19,14,15,10,6,0,10,0,-5,-6,1,-9,5,-3,Wizards,0022300311,L
692,21,22,12,22,6,11,1,13,0,-1,-3,-5,0,3,0,Suns,0022300317,L
693,22,25,17,22,3,11,1,15,0,1,3,5,0,-3,0,Nets,0022300317,W
694,24,32,13,23,7,12,0,14,0,-2,12,-3,1,2,0,Pacers,0022300315,L
695,26,20,16,22,5,12,0,13,0,2,-12,3,-1,-2,0,Bucks,0022300315,W
696,27,19,8,23,4,4,0,10,0,7,-8,0,3,-2,-4,Jazz,0022300323,W
697,20,27,8,20,6,8,0,11,0,-7,8,0,-3,2,4,Trail Blazers,0022300323,L
698,22,24,9,19,3,13,0,14,0,5,5,-10,-2,-2,6,Bulls,0022300320,W
699,17,19,19,21,5,7,0,12,0,-5,-5,10,2,2,-6,Heat,0022300320,L
700,23,22,8,14,5,12,0,9,0,1,2,-5,-8,-5,0,Mavericks,0022300321,L
701,22,20,13,22,10,12,0,11,0,-1,-2,5,8,5,0,Timberwolves,0022300321,W
702,21,29,7,25,2,6,0,10,0,5,2,-2,-3,-7,-5,Nuggets,0022300322,W
703,16,27,9,28,9,11,0,19,0,-5,-2,2,3,7,5,Nets,0022300322,L
704,23,18,12,18,8,11,1,13,0,4,-6,-1,-2,-3,1,Celtics,0022300319,W
705,19,24,13,20,11,10,0,8,0,-4,6,1,2,3,-1,Cavaliers,0022300319,L
706,23,22,7,22,11,13,0,13,0,7,-9,-10,-1,3,2,Kings,0022300324,W
707,16,31,17,23,8,11,0,16,0,-7,9,10,1,-3,-2,Thunder,0022300324,L
708,20,26,9,23,8,15,0,13,0,-2,8,-10,6,1,5,Warriors,0022300325,L
709,22,18,19,17,7,10,0,11,0,2,-8,10,-6,-1,-5,Clippers,0022300325,W
710,27,23,7,22,5,10,1,13,0,5,-3,-8,-3,1,2,Spurs,0022300331,W
711,22,26,15,25,4,8,0,9,0,-5,3,8,3,-1,-2,Lakers,0022300331,L
712,18,26,12,29,5,8,0,12,0,3,-4,4,5,0,-2,Pelicans,0022300326,W
713,15,30,8,24,5,10,0,15,0,-3,4,-4,-5,0,2,Hornets,0022300326,L
714,16,30,8,24,6,10,1,10,0,-6,3,0,-7,0,2,Rockets,0022300332,W
715,22,27,8,31,6,8,0,13,0,6,-3,0,7,0,-2,Grizzlies,0022300332,L
716,23,33,3,22,9,14,0,18,0,-4,13,-11,-3,1,8,Pacers,0022300328,L
717,27,20,14,25,8,6,0,12,0,4,-13,11,3,-1,-8,Wizards,0022300328,W
718,19,22,12,24,11,8,0,11,0,-8,-3,7,5,9,-3,Magic,0022300329,L
719,27,25,5,19,2,11,0,8,0,8,3,-7,-5,-9,3,Celtics,0022300329,W
720,18,26,20,24,5,9,1,9,0,3,-2,10,0,-7,-6,76ers,0022300327,W
721,15,28,10,24,12,15,1,14,0,-3,2,-10,0,7,6,Pistons,0022300327,L
722,21,18,6,20,9,11,0,12,0,-3,-8,1,-5,4,5,Raptors,0022300330,L
723,24,26,5,25,5,6,0,14,0,3,8,-1,5,-4,-5,Hawks,0022300330,W
724,24,21,10,18,7,11,0,9,0,-2,4,0,-1,-2,3,Knicks,0022300333,W
725,26,17,10,19,9,8,0,13,0,2,-4,0,1,2,-3,Suns,0022300333,L
726,29,26,3,28,4,12,0,11,0,11,2,-7,15,-2,2,Cavaliers,0022300336,W
727,18,24,10,13,6,10,0,15,0,-11,-2,7,-15,2,-2,Hawks,0022300336,L
728,24,23,13,24,7,7,0,11,0,3,-3,6,4,-2,-6,Warriors,0022300339,W
729,21,26,7,20,9,13,1,13,0,-3,3,-6,-4,2,6,Nets,0022300339,L
730,19,22,11,20,6,7,1,14,0,-2,1,5,7,2,-1,Bulls,0022300337,L
731,21,21,6,13,4,8,0,12,0,2,-1,-5,-7,-2,1,Heat,0022300337,W
732,25,22,11,22,8,16,0,14,0,0,-1,-6,0,1,6,Trail Blazers,0022300341,L
733,25,23,17,22,7,10,0,10,0,0,1,6,0,-1,-6,Mavericks,0022300341,W
734,29,16,7,22,4,10,1,8,0,11,-15,0,2,-1,2,76ers,0022300335,W
735,18,31,7,20,5,8,0,12,0,-11,15,0,-2,1,-2,Hornets,0022300335,L
736,18,24,16,22,4,9,0,13,0,-3,-5,6,-5,2,1,Thunder,0022300340,W
737,21,29,10,27,2,8,0,11,0,3,5,-6,5,-2,-1,Nuggets,0022300340,L
738,28,19,18,22,7,11,0,11,0,6,-2,5,9,0,-2,Bucks,0022300334,W
739,22,21,13,13,7,13,0,16,0,-6,2,-5,-9,0,2,Pistons,0022300334,L
740,23,21,30,23,2,10,0,11,0,1,-1,12,6,-3,-9,Clippers,0022300343,W
741,22,22,18,17,5,19,0,8,1,-1,1,-12,-6,3,9,Knicks,0022300343,L
742,24,20,7,21,6,8,1,11,0,6,-6,-2,-2,-3,2,Kings,0022300342,W
743,18,26,9,23,9,6,0,12,0,-6,6,2,2,3,-2,Jazz,0022300342,L
744,23,18,5,21,9,9,2,8,0,1,0,-5,7,1,2,Pacers,0022300338,L
745,22,18,10,14,8,7,2,11,0,-1,0,5,-7,-1,-2,Timberwolves,0022300338,W
746,19,27,7,23,9,6,0,9,0,-3,2,0,1,2,-3,Suns,0022300347,W
747,22,25,7,22,7,9,0,11,0,3,-2,0,-1,-2,3,Wizards,0022300347,L
748,24,17,10,14,5,9,0,10,0,-5,-6,-1,-12,-2,-1,Rockets,0022300346,L
749,29,23,11,26,7,10,0,11,0,5,6,1,12,2,1,Bucks,0022300346,W
750,19,25,13,22,7,8,0,12,0,-3,-1,2,-1,-1,-2,Spurs,0022300345,L
751,22,26,11,23,8,10,0,15,0,3,1,-2,1,1,2,Pelicans,0022300345,W
752,18,26,8,19,5,10,0,12,0,-7,0,4,-10,-2,2,Magic,0022300344,L
753,25,26,4,29,7,8,1,8,0,7,0,-4,10,2,-2,Celtics,0022300344,W
754,18,24,7,15,7,10,1,9,0,-8,6,-2,-8,-1,2,Trail Blazers,0022300348,L
755,26,18,9,23,8,8,1,10,0,8,-6,2,8,1,-2,Warriors,0022300348,W
756,29,16,15,20,5,10,0,10,0,3,-3,3,6,0,-2,Clippers,0022300350,W
757,26,19,12,14,5,12,0,10,0,-3,3,-3,-6,0,2,Pacers,0022300350,L
758,19,26,14,27,9,13,0,12,0,-1,4,-2,8,4,3,Jazz,0022300357,W
759,20,22,16,19,5,10,0,10,0,1,-4,2,-8,-4,-3,Nets,0022300357,L
760,20,23,14,13,4,10,0,14,0,-3,1,6,-10,-4,-3,Cavaliers,0022300349,W
761,23,22,8,23,8,13,0,13,0,3,-1,-6,10,4,3,Rockets,0022300349,L
762,22,23,12,28,8,8,0,12,0,0,-9,7,4,3,-2,Knicks,0022300359,W
763,22,32,5,24,5,10,0,11,0,0,9,-7,-4,-3,2,Lakers,0022300359,L
764,17,23,12,23,11,8,0,12,0,-2,-4,3,-2,3,-1,Raptors,0022300354,W
765,19,27,9,25,8,9,1,14,0,2,4,-3,2,-3,1,Hornets,0022300354,L
766,26,19,10,22,3,4,2,10,0,2,-2,6,4,-3,-6,Nuggets,0022300356,W
767,24,21,4,18,6,10,1,14,0,-2,2,-6,-4,3,6,Mavericks,0022300356,L
768,25,21,9,24,6,7,0,12,0,6,-7,3,4,-4,-1,Thunder,0022300355,W
769,19,28,6,20,10,8,0,14,0,-6,7,-3,-4,4,1,Grizzlies,0022300355,L
770,21,28,10,20,4,9,0,14,0,-3,6,4,-4,-3,-1,Pistons,0022300352,L
771,24,22,6,24,7,10,0,13,0,3,-6,-4,4,3,1,Hawks,0022300352,W
772,21,20,6,19,8,9,1,10,0,-4,-8,-3,-3,5,3,Wizards,0022300358,L
773,25,28,9,22,3,6,0,14,0,4,8,3,3,-5,-3,Kings,0022300358,W
774,17,24,7,19,10,5,2,10,0,-7,3,4,-4,2,-1,76ers,0022300351,L
775,24,21,3,23,8,6,0,13,0,7,-3,-4,4,-2,1,Bulls,0022300351,W
776,25,18,12,18,9,10,0,13,0,5,-5,1,-2,-2,-1,Heat,0022300353,L
777,20,23,11,20,11,11,2,15,0,-5,5,-1,2,2,1,Timberwolves,0022300353,W
778,26,31,4,24,3,7,0,11,0,4,6,-6,-5,-5,1,Celtics,0022300362,L
779,22,25,10,29,8,6,0,12,0,-4,-6,6,5,5,-1,Warriors,0022300362,W
780,24,22,13,21,7,9,0,13,0,8,-1,0,0,-4,-1,Suns,0022300363,L
781,16,23,13,21,11,10,2,10,0,-8,1,0,0,4,1,Trail Blazers,0022300363,W
782,20,25,14,24,2,8,0,11,0,4,-1,5,1,-8,-4,Pelicans,0022300360,L
783,16,26,9,23,10,12,0,15,0,-4,1,-5,-1,8,4,Grizzlies,0022300360,W
784,27,27,11,24,4,7,0,11,0,3,4,2,1,-6,-3,Bucks,0022300361,W
785,24,23,9,23,10,10,0,14,0,-3,-4,-2,-1,6,3,Spurs,0022300361,L
786,21,20,12,21,10,12,0,11,0,1,0,-6,5,4,-2,Timberwolves,0022300367,L
787,20,20,18,16,6,14,0,10,0,-1,0,6,-5,-4,2,76ers,0022300367,W
788,25,16,13,21,7,9,0,10,0,-1,-8,8,6,4,0,Pacers,0022300365,W
789,26,24,5,15,3,9,0,15,0,1,8,-8,-6,-4,0,Hornets,0022300365,L
790,27,22,9,30,7,4,0,9,0,2,-7,7,12,5,-4,Celtics,0022300373,W
791,25,29,2,18,2,8,0,10,0,-2,7,-7,-12,-5,4,Kings,0022300373,L
792,24,25,4,28,7,10,0,11,0,5,3,-7,9,0,2,Cavaliers,0022300364,W
793,19,22,11,19,7,8,0,13,0,-5,-3,7,-9,0,-2,Jazz,0022300364,L
794,23,20,13,21,5,13,0,11,0,-2,-4,-3,0,1,4,Rockets,0022300371,L
795,25,24,16,21,4,9,0,12,0,2,4,3,0,-1,-4,Hawks,0022300371,W
796,28,23,0,24,5,6,0,10,0,9,-4,-5,3,-3,0,Nuggets,0022300369,W
797,19,27,5,21,8,6,0,9,0,-9,4,5,-3,3,0,Raptors,0022300369,L
798,18,32,7,25,8,12,0,15,0,-3,4,-8,-3,3,5,Nets,0022300368,L
799,21,28,15,28,5,7,0,9,0,3,-4,8,3,-3,-5,Knicks,0022300368,W
800,21,25,9,19,5,5,2,11,0,-3,4,4,-7,-5,-4,Lakers,0022300370,L
801,24,21,5,26,10,9,1,12,0,3,-4,-4,7,5,4,Bulls,0022300370,W
802,26,21,7,18,4,7,1,8,0,6,-1,-1,-5,-5,-3,Heat,0022300366,W
803,20,22,8,23,9,10,1,12,0,-6,1,1,5,5,3,Magic,0022300366,L
804,23,16,15,20,3,9,0,6,0,3,-12,5,2,-1,1,Clippers,0022300372,W
805,20,28,10,18,4,8,1,10,0,-3,12,-5,-2,1,-1,Mavericks,0022300372,L
806,22,22,10,17,8,10,1,11,0,1,1,-6,-3,0,2,Timberwolves,0022300380,W
807,21,21,16,20,8,8,0,13,0,-1,-1,6,3,0,-2,Lakers,0022300380,L
808,22,27,9,20,6,10,0,16,0,5,3,-2,-4,-5,1,Bulls,0022300376,W
809,17,24,11,24,11,9,0,15,0,-5,-3,2,4,5,-1,Spurs,0022300376,L
810,19,21,7,13,6,6,0,12,0,-7,4,3,-7,0,-3,Cavaliers,0022300375,L
811,26,17,4,20,6,9,0,14,0,7,-4,-3,7,0,3,Pelicans,0022300375,W
812,25,22,6,17,5,8,1,11,0,3,-1,-4,-6,-2,-1,Magic,0022300378,L
813,22,23,10,23,7,9,0,11,0,-3,1,4,6,2,1,Bucks,0022300378,W
814,24,21,8,23,7,6,2,10,0,0,-9,3,-3,1,-1,Thunder,0022300379,W
815,24,30,5,26,6,7,0,9,0,0,9,-3,3,-1,1,Clippers,0022300379,L
816,23,20,4,19,8,6,0,12,0,2,-2,-1,2,1,-1,Grizzlies,0022300377,W
817,21,22,5,17,7,7,0,12,0,-2,2,1,-2,-1,1,Pacers,0022300377,L
818,24,21,5,23,12,5,0,15,0,-3,-8,2,3,8,0,Pistons,0022300374,L
819,27,29,3,20,4,5,0,8,0,3,8,-2,-3,-8,0,Jazz,0022300374,W
820,25,21,15,20,6,10,0,10,0,5,-7,6,-2,-3,-2,Wizards,0022300381,W
821,20,28,9,22,9,12,0,13,0,-5,7,-6,2,3,2,Trail Blazers,0022300381,L
822,25,19,5,18,5,9,0,13,0,3,-4,-6,-2,0,1,Nuggets,0022300383,W
823,22,23,11,20,5,8,0,14,0,-3,4,6,2,0,-1,Nets,0022300383,L
824,17,25,19,24,8,13,0,15,0,-5,7,0,6,2,-1,Suns,0022300387,L
825,22,18,19,18,6,14,0,11,0,5,-7,0,-6,-2,1,Kings,0022300387,W
826,15,39,9,27,6,10,1,12,0,-5,13,-4,-3,-2,1,Mavericks,0022300385,L
827,20,26,13,30,8,9,0,10,0,5,-13,4,3,2,-1,Rockets,0022300385,W
828,20,24,16,23,8,8,1,10,0,-2,4,5,5,0,-4,Raptors,0022300382,L
829,22,20,11,18,8,12,0,9,0,2,-4,-5,-5,0,4,76ers,0022300382,W
830,21,27,18,21,4,8,0,10,0,-3,-2,9,-7,-1,-4,Wizards,0022300386,L
831,24,29,9,28,5,12,0,14,0,3,2,-9,7,1,4,Warriors,0022300386,W
