,FIELD_GOAL_MADE,FIELD_GOAL_MISSED,FREE_THROW,REBOUND,TURNOVER,FOUL,VIOLATION,SUBSTITUTION,EJECTION,FIELD_GOAL_MADE_DIFF,FIELD_GOAL_MISSED_DIFF,FREE_THROW_DIFF,REBOUND_DIFF,TURNOVER_DIFF,FOUL_DIFF,TEAM_NAME,GAME_ID,WL
832,25,23,7,22,6,10,0,13,0,3,1,-1,3,0,3,Heat,0022300384,W
833,22,22,8,19,6,7,0,11,0,-3,-1,1,-3,0,-3,Hawks,0022300384,L
834,19,26,15,23,6,8,0,11,0,-2,5,5,4,1,-4,Cavaliers,0022300396,W
835,21,21,10,19,5,12,0,15,0,2,-5,-5,-4,-1,4,Bulls,0022300396,L
836,26,24,4,26,5,12,1,13,0,11,-2,-13,7,-1,4,Timberwolves,0022300400,W
837,15,26,17,19,6,8,0,14,0,-11,2,13,-7,1,-4,Kings,0022300400,L
838,24,18,10,19,9,7,0,12,0,3,-6,4,2,0,-5,Hornets,0022300390,L
839,21,24,6,17,9,12,0,10,0,-3,6,-4,-2,0,5,Nuggets,0022300390,W
840,17,26,8,11,6,9,0,10,0,-5,8,-1,-19,-6,3,Trail Blazers,0022300399,L
841,22,18,9,30,12,6,0,10,0,5,-8,1,19,6,-3,Warriors,0022300399,W
842,27,18,13,23,5,6,1,13,0,4,-7,6,8,1,-3,Lakers,0022300397,W
843,23,25,7,15,4,9,0,13,0,-4,7,-6,-8,-1,3,Thunder,0022300397,L
844,27,26,10,27,5,8,0,11,0,2,2,0,8,1,0,Mavericks,0022300398,W
845,25,24,10,19,4,8,0,11,0,-2,-2,0,-8,-1,0,Spurs,0022300398,L
846,24,15,27,22,4,9,0,13,0,2,-8,18,5,-3,-11,Magic,0022300391,W
847,22,23,9,17,7,20,0,15,0,-2,8,-18,-5,3,11,Pacers,0022300391,L
848,23,26,9,28,8,7,2,11,0,3,0,5,8,2,-5,Celtics,0022300389,W
849,20,26,4,20,6,12,1,10,0,-3,0,-5,-8,-2,5,Clippers,0022300389,L
850,28,24,7,23,4,10,0,13,0,7,1,1,7,-3,5,Raptors,0022300395,L
851,21,23,6,16,7,5,0,12,0,-7,-1,-1,-7,3,-5,Jazz,0022300395,W
852,18,20,15,16,8,11,0,13,0,-6,0,2,-2,2,-2,Pistons,0022300394,L
853,24,20,13,18,6,13,0,16,0,6,0,-2,2,-2,2,Nets,0022300394,W
854,20,27,12,18,3,9,0,10,0,-2,3,-1,-14,-5,-2,Knicks,0022300388,L
855,22,24,13,32,8,11,1,9,0,2,-3,1,14,5,2,Bucks,0022300388,W
856,20,20,11,26,7,9,0,15,0,3,-8,-2,2,2,1,Pelicans,0022300392,L
857,17,28,13,24,5,8,0,12,0,-3,8,2,-2,-2,-1,Rockets,0022300392,W
858,21,25,9,26,9,8,0,15,0,-2,-4,-1,1,5,-3,Grizzlies,0022300393,W
859,23,29,10,25,4,11,1,11,0,2,4,1,-1,-5,3,Hawks,0022300393,L
860,19,29,10,22,6,6,0,9,0,-7,0,6,-4,0,-3,Bucks,0022300401,L
861,26,29,4,26,6,9,0,11,0,7,0,-6,4,0,3,Knicks,0022300401,W
862,20,24,6,20,8,10,1,12,0,3,1,-5,-1,-2,4,Nuggets,0022300402,W
863,17,23,11,21,10,6,0,15,0,-3,-1,5,1,2,-4,Warriors,0022300402,L
864,22,25,9,19,4,10,1,11,0,-1,1,0,-8,-4,3,Celtics,0022300403,W
865,23,24,9,27,8,7,1,11,0,1,-1,0,8,4,-3,Lakers,0022300403,L
866,18,30,14,26,5,9,0,11,0,-4,7,0,5,0,-1,Suns,0022300405,L
867,22,23,14,21,5,10,0,12,0,4,-7,0,-5,0,1,Mavericks,0022300405,W
868,19,34,7,18,3,10,1,10,0,-3,13,-9,-13,-4,4,76ers,0022300404,L
869,22,21,16,31,7,6,2,10,0,3,-13,9,13,4,-4,Heat,0022300404,W
870,25,19,14,18,4,6,0,9,0,-1,-2,9,-1,-3,-4,Trail Blazers,0022300413,W
871,26,21,5,19,7,10,0,16,0,1,2,-9,1,3,4,Kings,0022300413,L
872,24,27,5,21,5,9,1,14,0,0,4,-8,-6,-2,3,Spurs,0022300412,L
873,24,23,13,27,7,6,0,12,0,0,-4,8,6,2,-3,Jazz,0022300412,W
874,16,26,8,24,9,7,2,12,0,-3,0,-3,0,2,0,Grizzlies,0022300410,W
875,19,26,11,24,7,7,0,14,0,3,0,3,0,-2,0,Pelicans,0022300410,L
876,26,21,12,21,8,6,0,10,0,1,3,9,4,-4,-5,Rockets,0022300409,L
877,25,18,3,17,12,11,0,15,0,-1,-3,-9,-4,4,5,Pacers,0022300409,W
878,24,18,10,11,4,11,0,9,0,5,3,-9,-4,-5,-1,Thunder,0022300411,W
879,19,15,19,15,9,12,0,12,0,-5,-3,9,4,5,1,Timberwolves,0022300411,L
880,20,28,14,28,8,11,1,18,0,-3,7,-3,6,3,1,Pistons,0022300406,L
881,23,21,17,22,5,10,0,10,0,3,-7,3,-6,-3,-1,Nets,0022300406,W
882,18,26,12,22,4,9,0,11,0,-2,2,1,-3,-4,0,Bulls,0022300408,W
883,20,24,11,25,8,9,0,12,0,2,-2,-1,3,4,0,Hawks,0022300408,L
884,22,23,10,25,9,9,0,10,0,-2,-3,0,4,1,2,Wizards,0022300407,L
885,24,26,10,21,8,7,0,9,0,2,3,0,-4,-1,-2,Magic,0022300407,W
886,21,21,6,19,8,7,0,9,0,-2,-3,1,-3,1,-1,Clippers,0022300414,W
887,23,24,5,22,7,8,1,13,0,2,3,-1,3,-1,1,Hornets,0022300414,L
888,21,28,11,25,6,10,0,11,0,4,4,1,1,-3,1,76ers,0022300415,W
889,17,24,10,24,9,9,0,13,0,-4,-4,-1,-1,3,-1,Magic,0022300415,L
890,19,26,10,22,9,5,1,11,0,-5,4,6,-4,0,-6,Wizards,0022300416,L
891,24,22,4,26,9,11,0,12,0,5,-4,-6,4,0,6,Raptors,0022300416,W
892,27,21,9,13,1,8,0,18,0,6,1,-5,-9,-9,1,Thunder,0022300419,W
893,21,20,14,22,10,7,0,9,0,-6,-1,5,9,9,-1,Knicks,0022300419,L
894,23,22,17,18,3,9,0,8,0,3,-2,9,-4,-7,-4,Mavericks,0022300420,L
895,20,24,8,22,10,13,0,11,0,-3,2,-9,4,7,4,Cavaliers,0022300420,W
896,27,18,14,27,9,10,0,10,0,7,-10,3,13,5,-1,Suns,0022300418,W
897,20,28,11,14,4,11,2,10,0,-7,10,-3,-13,-5,1,Rockets,0022300418,L
898,23,26,13,20,3,8,0,11,0,-1,8,4,-1,-5,-3,Nets,0022300417,L
899,24,18,9,21,8,11,1,10,0,1,-8,-4,1,5,3,Bucks,0022300417,W
900,21,14,12,17,15,12,0,12,0,1,-10,1,0,5,0,Timberwolves,0022300423,W
901,20,24,11,17,10,12,0,12,0,-1,10,-1,0,-5,0,Mavericks,0022300423,L
902,24,18,5,18,7,9,0,12,0,4,-6,-3,-3,-3,2,Pelicans,0022300424,W
903,20,24,8,21,10,7,0,12,0,-4,6,3,3,3,-2,Jazz,0022300424,L
904,27,17,10,25,9,6,0,14,0,9,-11,2,5,-1,-1,Pistons,0022300421,L
905,18,28,8,20,10,7,2,11,0,-9,11,-2,-5,1,1,Celtics,0022300421,W
906,22,26,11,21,0,10,0,11,0,5,4,-3,-2,-9,1,Heat,0022300426,W
907,17,22,14,23,9,9,0,12,0,-5,-4,3,2,9,-1,Warriors,0022300426,L
908,25,21,6,27,7,6,1,9,0,6,-6,4,7,-1,-2,Nuggets,0022300425,W
909,19,27,2,20,8,8,0,12,0,-6,6,-4,-7,1,2,Grizzlies,0022300425,L
910,23,31,4,24,3,7,0,14,0,0,11,-3,2,-4,-1,Bulls,0022300422,L
911,23,20,7,22,7,8,0,10,0,0,-11,3,-2,4,1,Pacers,0022300422,W
912,19,19,17,21,8,10,0,14,0,3,-20,3,-10,0,-5,Spurs,0022300427,W
913,16,39,14,31,8,15,1,12,0,-3,20,-3,10,0,5,Trail Blazers,0022300427,L
914,23,27,3,21,5,10,0,11,0,3,2,-11,-7,-5,6,Lakers,0022300428,W
915,20,25,14,28,10,4,2,11,0,-3,-2,11,7,5,-6,Hornets,0022300428,L
916,21,22,13,24,5,6,0,14,0,-1,-1,9,1,1,-2,Nets,0022300430,L
917,22,23,4,23,4,8,0,12,0,1,1,-9,-1,-1,2,Wizards,0022300430,W
918,24,27,12,26,9,12,0,13,0,3,7,-5,12,2,0,Rockets,0022300434,L
919,21,20,17,14,7,12,0,11,0,-3,-7,5,-12,-2,0,76ers,0022300434,W
920,22,30,2,20,3,7,0,12,0,-3,8,-5,-7,-3,1,Raptors,0022300432,L
921,25,22,7,27,6,6,2,10,0,3,-8,5,7,3,-1,Celtics,0022300432,W
922,24,25,17,29,4,7,0,11,0,2,1,11,12,-2,-4,Hawks,0022300431,L
923,22,24,6,17,6,11,0,11,0,-2,-1,-11,-12,2,4,Kings,0022300431,W
924,26,26,4,23,5,7,0,14,0,7,1,-3,5,-6,-2,Cavaliers,0022300433,L
925,19,25,7,18,11,9,1,11,0,-7,-1,3,-5,6,2,Bucks,0022300433,W
926,24,13,12,19,9,5,0,11,0,2,-10,10,7,4,-3,Suns,0022300436,W
927,22,23,2,12,5,8,0,12,0,-2,10,-10,-7,-4,3,Hornets,0022300436,L
928,22,24,6,24,4,9,0,11,0,2,0,3,5,-4,0,Thunder,0022300435,W
929,20,24,3,19,8,9,0,10,0,-2,0,-3,-5,4,0,Nuggets,0022300435,L
930,21,23,5,18,6,10,0,11,0,-1,0,-7,-6,0,4,Grizzlies,0022300438,L
931,22,23,12,24,6,6,0,12,0,1,0,7,6,0,-4,Clippers,0022300438,W
932,17,26,11,19,10,10,1,9,0,-5,5,1,-5,-2,0,Knicks,0022300429,L
933,22,21,10,24,12,10,0,11,0,5,-5,-1,5,2,0,Magic,0022300429,W
934,23,22,11,21,11,8,0,11,0,-3,-2,-1,-2,4,0,Spurs,0022300437,L
935,26,24,12,23,7,8,1,8,0,3,2,1,2,-4,0,Trail Blazers,0022300437,W
936,16,30,8,18,3,8,1,16,0,-2,5,-5,-8,-1,-1,Raptors,0022300440,L
937,18,25,13,26,4,9,1,12,0,2,-5,5,8,1,1,Pistons,0022300440,W
938,21,27,17,20,6,7,0,10,0,-1,11,7,-1,-6,-6,Lakers,0022300443,L
939,22,16,10,21,12,13,0,13,0,1,-11,-7,1,6,6,Timberwolves,0022300443,W
940,24,22,5,21,5,8,0,11,0,1,-6,1,-5,-1,1,Mavericks,0022300444,W
941,23,28,4,26,6,7,0,14,0,-1,6,-1,5,1,-1,Warriors,0022300444,L
942,18,31,10,21,3,9,0,14,0,-5,12,-2,-8,-6,-1,76ers,0022300442,L
943,23,19,12,29,9,10,0,13,0,5,-12,2,8,6,1,Bulls,0022300442,W
944,25,18,5,18,11,7,2,10,0,1,-9,-2,-6,4,0,Pacers,0022300441,W
945,24,27,7,24,7,7,0,8,0,-1,9,2,6,-4,0,Knicks,0022300441,L
946,19,22,14,26,10,11,1,12,0,-4,-6,5,4,6,3,Heat,0022300439,L
947,23,28,9,22,4,8,0,11,0,4,6,-5,-4,-6,-3,Jazz,0022300439,W
948,19,22,17,16,7,9,1,12,0,-7,1,2,-11,1,-3,Lakers,0022300446,L
949,26,21,15,27,6,12,0,13,0,7,-1,-2,11,-1,3,Pelicans,0022300446,W
950,22,25,4,15,3,7,1,11,0,-2,4,-4,-12,-2,4,Spurs,0022300448,L
951,24,21,8,27,5,3,0,9,0,2,-4,4,12,2,-4,Celtics,0022300448,W
952,25,22,15,19,3,10,0,13,0,3,-8,4,-5,-3,-1,Suns,0022300450,W
953,22,30,11,24,6,11,0,13,0,-3,8,-4,5,3,1,Magic,0022300450,L
954,28,25,11,32,6,9,0,12,0,7,-4,1,14,2,1,Hawks,0022300445,W
955,21,29,10,18,4,8,0,10,0,-7,4,-1,-14,-2,-1,Wizards,0022300445,L
956,22,17,12,22,8,10,0,12,0,2,-13,2,1,6,-2,Thunder,0022300447,W
957,20,30,10,21,2,12,0,11,0,-2,13,-2,-1,-6,2,Nets,0022300447,L
958,19,23,15,18,4,11,0,12,0,-6,-2,2,-10,0,-2,Grizzlies,0022300449,L
959,25,25,13,28,4,13,0,12,0,6,2,-2,10,0,2,Kings,0022300449,W
960,23,26,7,21,4,7,1,13,0,-1,0,-1,-6,-1,-2,Mavericks,0022300457,L
961,24,26,8,27,5,9,0,11,0,1,0,1,6,1,2,Jazz,0022300457,W
962,22,21,12,25,8,14,0,10,0,4,-11,-9,1,3,2,Bucks,0022300454,L
963,18,32,21,24,5,12,0,13,0,-4,11,9,-1,-3,-2,Pacers,0022300454,W
964,22,23,6,23,7,9,0,11,0,-1,-1,-3,5,3,4,Pistons,0022300453,L
965,23,24,9,18,4,5,0,12,0,1,1,3,-5,-3,-4,Rockets,0022300453,W
966,20,25,6,23,6,5,0,10,0,0,1,1,-2,-1,-2,Hornets,0022300455,L
967,20,24,5,25,7,7,1,10,0,0,-1,-1,2,1,2,Nuggets,0022300455,W
968,19,23,4,17,8,8,2,12,0,-1,0,-10,-6,1,-1,Trail Blazers,0022300456,L
969,20,23,14,23,7,9,1,9,0,1,0,10,6,-1,1,Suns,0022300456,W
970,19,25,14,18,4,9,1,11,0,-3,11,7,0,-4,1,Heat,0022300458,L
971,22,14,7,18,8,8,0,6,0,3,-11,-7,0,4,-1,Clippers,0022300458,W
972,15,18,18,17,8,11,0,10,0,-5,-9,4,-7,5,-1,Timberwolves,0022300451,L
973,20,27,14,24,3,12,0,15,0,5,9,-4,7,-5,1,Knicks,0022300451,W
974,21,25,15,21,4,12,0,12,0,-3,1,2,-4,-1,1,Cavaliers,0022300452,L
975,24,24,13,25,5,11,1,13,0,3,-1,-2,4,1,-1,Raptors,0022300452,W
976,18,24,2,18,8,7,0,13,0,-1,-3,-5,-10,-1,-4,Hornets,0022300464,W
977,19,27,7,28,9,11,0,15,0,1,3,5,10,1,4,Kings,0022300464,L
978,13,33,2,17,6,4,0,11,0,-10,12,-2,-12,-2,-1,Nets,0022300461,L
979,23,21,4,29,8,5,0,14,0,10,-12,2,12,2,1,Pelicans,0022300461,W
980,18,30,15,27,8,10,0,11,0,-3,10,1,10,2,0,Magic,0022300463,L
981,21,20,14,17,6,10,0,11,0,3,-10,-1,-10,-2,0,Warriors,0022300463,W
982,20,22,14,23,8,8,0,12,0,-3,0,9,6,2,-2,Celtics,0022300462,L
983,23,22,5,17,6,10,0,16,0,3,0,-9,-6,-2,2,Thunder,0022300462,W
984,15,32,14,25,8,9,0,17,0,-12,14,3,3,6,-3,Bulls,0022300459,L
985,27,18,11,22,2,12,0,9,0,12,-14,-3,-3,-6,3,76ers,0022300459,W
986,17,26,9,21,6,9,0,10,0,1,1,3,-3,-5,-3,Grizzlies,0022300460,W
987,16,25,6,24,11,12,0,13,0,-1,-1,-3,3,5,3,Spurs,0022300460,L
988,19,31,4,19,7,11,0,14,0,-3,7,-9,-8,1,4,Grizzlies,0022300470,L
989,22,24,13,27,6,7,0,13,0,3,-7,9,8,-1,-4,Raptors,0022300470,W
990,25,18,11,20,6,10,0,12,0,7,1,-2,6,-6,0,Kings,0022300476,W
991,18,17,13,14,12,10,0,12,0,-7,-1,2,-6,6,0,Magic,0022300476,L
992,18,19,7,23,12,7,0,10,0,-2,-8,1,1,7,1,Rockets,0022300469,W
993,20,27,6,22,5,6,0,13,0,2,8,-1,-1,-7,-1,Nets,0022300469,L
994,28,23,5,24,9,9,0,8,0,3,-3,-5,5,2,1,Pistons,0022300474,L
995,25,26,10,19,7,8,2,10,0,-3,3,5,-5,-2,-1,Jazz,0022300474,W
996,23,26,4,20,3,4,0,11,0,-4,1,4,-5,-1,0,Wizards,0022300465,L
997,27,25,0,25,4,4,0,9,0,4,-1,-4,5,1,0,Cavaliers,0022300465,W
998,26,16,25,18,5,12,0,12,0,10,-9,13,-2,-9,-8,Mavericks,0022300472,W
999,16,25,12,20,14,20,0,15,1,-10,9,-13,2,9,8,Trail Blazers,0022300472,L
1000,22,15,11,22,6,10,0,11,0,5,-9,1,11,2,2,Pelicans,0022300471,W
1001,17,24,10,11,4,8,0,11,0,-5,9,-1,-11,-2,-2,Timberwolves,0022300471,L
1002,24,17,14,22,8,10,1,11,0,4,-7,5,3,-1,-1,Clippers,0022300473,W
1003,20,24,9,19,9,11,1,12,0,-4,7,-5,-3,1,1,Suns,0022300473,L
1004,16,26,12,29,15,10,0,10,0,-3,-1,-1,9,10,0,Lakers,0022300475,L
1005,19,27,13,20,5,10,2,13,0,3,1,1,-9,-10,0,Heat,0022300475,W
1006,23,23,23,27,5,9,0,12,0,2,-4,14,5,-4,-5,Hawks,0022300467,W
1007,21,27,9,22,9,14,1,18,0,-2,4,-14,-5,4,5,Thunder,0022300467,L
1008,20,23,9,19,7,8,1,14,0,1,1,6,-5,-5,0,Bulls,0022300468,L
1009,19,22,3,24,12,8,0,9,0,-1,-1,-6,5,5,0,Knicks,0022300468,W
1010,27,22,6,20,6,12,0,11,0,2,2,-8,0,1,4,Bucks,0022300466,L
1011,25,20,14,20,5,8,2,11,0,-2,-2,8,0,-1,-4,Pacers,0022300466,W
1012,23,23,12,16,5,8,0,12,0,-6,5,4,-5,1,-1,Warriors,0022300478,L
1013,29,18,8,21,4,9,1,12,0,6,-5,-4,5,-1,1,Nuggets,0022300478,W
1014,23,24,7,22,7,6,0,12,0,-2,0,1,2,-1,-1,Spurs,0022300477,L
1015,25,24,6,20,8,7,0,9,0,2,0,-1,-2,1,1,Bucks,0022300477,W
1016,19,25,14,21,6,7,1,8,0,-6,2,1,-2,3,-3,76ers,0022300483,L
1017,25,23,13,23,3,10,0,8,0,6,-2,-1,2,-3,3,Knicks,0022300483,W
1018,17,30,2,22,7,13,1,14,0,-2,11,-5,-3,-2,6,Hornets,0022300484,L
1019,19,19,7,25,9,7,0,14,0,2,-11,5,3,2,-6,Bulls,0022300484,W
1020,18,21,14,19,6,8,0,10,0,-7,-1,12,-2,2,-2,Heat,0022300489,L
1021,25,22,2,21,4,10,0,11,0,7,1,-12,2,-2,2,Suns,0022300489,W
1022,19,22,12,29,11,8,0,11,0,-1,-11,10,7,5,-4,Warriors,0022300490,W
1023,20,33,2,22,6,12,1,14,0,1,11,-10,-7,-5,4,Pistons,0022300490,L
1024,19,31,15,18,4,7,1,12,0,-12,18,6,-5,-5,-5,Hawks,0022300480,L
1025,31,13,9,23,9,12,0,11,0,12,-18,-6,5,5,5,Pacers,0022300480,W
1026,19,28,13,24,7,9,1,11,0,-8,3,5,-3,2,-1,Magic,0022300488,W
1027,27,25,8,27,5,10,1,11,0,8,-3,-5,3,-2,1,Nuggets,0022300488,L
1028,24,29,5,20,4,6,1,9,0,3,10,-3,-6,-8,-3,Lakers,0022300491,L
1029,21,19,8,26,12,9,0,12,0,-3,-10,3,6,8,3,Grizzlies,0022300491,W
1030,26,21,6,26,10,12,0,13,0,8,-5,-6,6,2,4,Mavericks,0022300487,W
1031,18,26,12,20,8,8,0,11,0,-8,5,6,-6,-2,-4,Trail Blazers,0022300487,L
1032,26,21,15,27,6,12,0,13,0,7,-2,6,13,-2,-1,Nets,0022300481,W
1033,19,23,9,14,8,13,0,16,0,-7,2,-6,-13,2,1,Thunder,0022300481,L
1034,30,25,7,28,6,11,0,12,0,11,2,-8,9,-1,3,Kings,0022300492,W
1035,19,23,15,19,7,8,1,12,0,-11,-2,8,-9,1,-3,Raptors,0022300492,L
1036,23,22,16,31,6,7,0,12,0,8,-12,8,4,-3,-4,Celtics,0022300479,W
1037,15,34,8,27,9,11,0,11,0,-8,12,-8,-4,3,4,Jazz,0022300479,L
1038,19,23,10,25,8,7,0,13,0,4,1,7,8,-2,-2,Cavaliers,0022300482,W
1039,15,22,3,17,10,9,1,9,0,-4,-1,-7,-8,2,2,Wizards,0022300482,L
1040,17,25,7,19,10,6,0,10,0,-4,1,-4,-8,3,-3,Rockets,0022300485,L
1041,21,24,11,27,7,9,0,9,0,4,-1,4,8,-3,3,Timberwolves,0022300485,W
1042,15,28,8,22,4,7,1,13,0,-6,6,-1,-5,0,0,Pelicans,0022300486,L
1043,21,22,9,27,4,7,0,9,0,6,-6,1,5,0,0,Clippers,0022300486,W
1044,15,23,13,19,5,10,0,11,0,-7,1,-2,-7,3,1,Bucks,0022300496,L
1045,22,22,15,26,2,9,0,11,0,7,-1,2,7,-3,-1,Rockets,0022300496,W
1046,22,20,13,25,10,11,0,9,0,6,-5,0,3,-4,3,Knicks,0022300494,W
1047,16,25,13,22,14,8,0,10,0,-6,5,0,-3,4,-3,Wizards,0022300494,L
1048,24,21,0,30,12,12,0,13,0,6,-6,-13,12,7,7,Celtics,0022300493,W
1049,18,27,13,18,5,5,0,12,0,-6,6,13,-12,-7,-7,Pacers,0022300493,L
1050,22,18,13,22,13,11,1,11,0,1,-15,-2,3,9,0,Jazz,0022300495,W
1051,21,33,15,19,4,11,0,16,0,-1,15,2,-3,-9,0,76ers,0022300495,L
1052,25,19,9,25,5,10,0,12,0,6,-6,-2,4,0,-2,Hawks,0022300499,L
1053,19,25,11,21,5,12,1,11,0,-6,6,2,-4,0,2,Magic,0022300499,W
1054,22,24,8,22,6,8,0,10,0,1,1,0,1,0,1,Cavaliers,0022300497,W
1055,21,23,8,21,6,7,0,12,0,-1,-1,0,-1,0,-1,Spurs,0022300497,L
1056,20,20,6,20,10,7,1,10,0,2,-3,-7,3,5,-1,Lakers,0022300505,W
1057,18,23,13,17,5,8,0,9,0,-2,3,7,-3,-5,1,Clippers,0022300505,L
1058,25,24,9,26,7,14,0,12,0,3,-4,-1,0,-2,2,Suns,0022300503,L
1059,22,28,10,26,9,12,0,13,0,-3,4,1,0,2,-2,Grizzlies,0022300503,W
1060,23,21,13,19,5,14,0,11,0,3,-5,-6,-7,0,2,Mavericks,0022300501,W
1061,20,26,19,26,5,12,1,16,0,-3,5,6,7,0,-2,Timberwolves,0022300501,L
1062,23,22,7,18,4,8,0,12,0,-2,7,-6,1,2,4,Pistons,0022300502,L
1063,25,15,13,17,2,4,0,11,0,2,-7,6,-1,-2,-4,Nuggets,0022300502,W
1064,32,20,5,28,2,6,0,9,0,12,-12,1,7,-4,1,Raptors,0022300504,W
1065,20,32,4,21,6,5,1,12,0,-12,12,-1,-7,4,-1,Warriors,0022300504,L
1066,18,21,14,24,9,11,1,11,0,1,-6,2,7,3,-1,Nets,0022300498,L
1067,17,27,12,17,6,12,0,10,0,-1,6,-2,-7,-3,1,Trail Blazers,0022300498,W
1068,17,26,6,9,5,5,0,12,0,-12,9,0,-20,-1,-1,Kings,0022300500,L
1069,29,17,6,29,6,6,0,16,0,12,-9,0,20,1,1,Pelicans,0022300500,W
1070,26,21,9,21,7,12,0,11,0,5,-3,-6,2,0,3,Thunder,0022300508,W
1071,21,24,15,19,7,9,1,11,0,-5,3,6,-2,0,-3,Wizards,0022300508,L
1072,22,24,5,21,7,13,0,12,0,-4,1,-7,-5,0,5,Pacers,0022300507,W
1073,26,23,12,26,7,8,0,9,0,4,-1,7,5,0,-5,Celtics,0022300507,L
1074,16,32,7,18,5,7,0,9,0,-12,7,1,-13,1,0,Bucks,0022300510,L
1075,28,25,6,31,4,7,1,10,0,12,-7,-1,13,-1,0,Jazz,0022300510,W
1076,22,21,16,12,3,9,1,10,0,-6,7,8,-9,-4,-1,Suns,0022300511,L
1077,28,14,8,21,7,10,0,9,0,6,-7,-8,9,4,1,Clippers,0022300511,W
1078,21,19,16,22,7,10,0,11,0,2,-5,3,4,0,-5,Heat,0022300509,W
1079,19,24,13,18,7,15,1,14,0,-2,5,-3,-4,0,5,Rockets,0022300509,L
1080,19,21,9,23,7,8,0,14,0,3,-8,3,-2,1,-1,Bulls,0022300506,W
1081,16,29,6,25,6,9,1,11,0,-3,8,-3,2,-1,1,Hornets,0022300506,L
1082,23,24,7,25,5,6,0,10,0,2,2,1,4,0,-3,Raptors,0022300516,L
1083,21,22,6,21,5,9,0,10,0,-2,-2,-1,-4,0,3,Lakers,0022300516,W
1084,30,14,10,20,11,13,0,11,0,7,-8,-2,3,2,3,Kings,0022300512,W
1085,23,22,12,17,9,10,0,16,0,-7,8,2,-3,-2,-3,Pistons,0022300512,L
1086,26,24,11,26,4,11,0,10,0,8,-1,-5,10,-2,3,Grizzlies,0022300515,W
1087,18,25,16,16,6,8,0,16,0,-8,1,5,-10,2,-3,Mavericks,0022300515,L
1088,13,34,7,17,7,14,1,11,0,-12,17,-5,-11,-1,6,Magic,0022300513,L
1089,25,17,12,28,8,8,0,14,0,12,-17,5,11,1,-6,Timberwolves,0022300513,W
1090,16,27,6,18,7,13,0,11,0,-4,0,-10,-13,2,8,Trail Blazers,0022300514,L
1091,20,27,16,31,5,5,0,11,0,4,0,10,13,-2,-8,Knicks,0022300514,W
1092,22,23,9,17,4,6,0,11,0,-3,5,6,-1,-4,-3,Clippers,0022300526,W
1093,25,18,3,18,8,9,0,12,0,3,-5,-6,1,4,3,Raptors,0022300526,L
1094,21,25,9,25,6,7,0,11,0,0,-1,0,1,0,2,Bulls,0022300523,W
1095,21,26,9,24,6,5,0,14,0,0,1,0,-1,0,-2,Rockets,0022300523,L
1096,26,18,12,15,3,6,0,11,0,-1,6,6,1,-4,-3,Heat,0022300522,L
1097,27,12,6,14,7,9,0,14,0,1,-6,-6,-1,4,3,Thunder,0022300522,W
1098,17,21,12,20,5,10,0,9,0,-3,-4,2,-5,2,0,Celtics,0022300517,W
1099,20,25,10,25,3,10,0,8,0,3,4,-2,5,-2,0,Timberwolves,0022300517,L
1100,23,23,6,19,4,6,1,11,0,-4,6,-1,1,0,-1,Hornets,0022300518,L
1101,27,17,7,18,4,7,0,12,0,4,-6,1,-1,0,1,Kings,0022300518,W
1102,25,24,11,27,4,7,0,14,0,4,0,2,9,1,-1,Spurs,0022300519,W
1103,21,24,9,18,3,8,1,15,0,-4,0,-2,-9,-1,1,Pistons,0022300519,L
1104,18,24,14,18,7,9,0,14,0,-8,8,2,-2,2,2,Nuggets,0022300524,L
1105,26,16,12,20,5,7,0,15,0,8,-8,-2,2,-2,-2,Jazz,0022300524,W
1106,23,27,16,30,8,10,0,12,0,2,0,-1,6,2,-2,Hawks,0022300521,W
1107,21,27,17,24,6,12,0,16,0,-2,0,1,-6,-2,2,76ers,0022300521,L
1108,20,26,13,24,7,10,0,10,0,0,-2,-1,-6,-3,-1,Pacers,0022300520,W
