,FIELD_GOAL_MADE,FIELD_GOAL_MISSED,FREE_THROW,REBOUND,TURNOVER,FOUL,VIOLATION,SUBSTITUTION,EJECTION,FIELD_GOAL_MADE_DIFF,FIELD_GOAL_MISSED_DIFF,FREE_THROW_DIFF,REBOUND_DIFF,TURNOVER_DIFF,FOUL_DIFF,TEAM_NAME,GAME_ID,WL
1109,20,28,14,30,10,11,1,10,0,0,2,1,6,3,1,Wizards,0022300520,L
1110,22,20,8,21,11,10,0,11,0,-3,-1,-4,1,6,1,Warriors,0022300525,L
1111,25,21,12,20,5,9,0,14,0,3,1,4,-1,-6,-1,Pelicans,0022300525,W
1112,16,34,6,17,4,7,0,9,0,-12,13,-5,-16,1,-1,Celtics,0022300528,L
1113,28,21,11,33,3,8,0,11,0,12,-13,5,16,-1,1,Bucks,0022300528,W
1114,12,24,7,18,12,11,0,13,0,-5,-1,-9,-7,6,2,Nets,0022300527,L
1115,17,25,16,25,6,9,1,12,0,5,1,9,7,-6,-2,Cavaliers,0022300527,W
1116,26,19,18,21,5,8,0,15,0,5,-5,5,-1,-4,-8,Mavericks,0022300530,W
1117,21,24,13,22,9,16,0,9,0,-5,5,-5,1,4,8,Knicks,0022300530,L
1118,26,28,10,26,3,6,2,12,0,6,6,0,5,-6,-4,Suns,0022300531,W
1119,20,22,10,21,9,10,1,12,0,-6,-6,0,-5,6,4,Lakers,0022300531,L
1120,29,20,18,28,4,7,0,13,0,14,-19,11,5,-3,-8,Thunder,0022300529,W
1121,15,39,7,23,7,15,0,9,0,-14,19,-11,-5,3,8,Trail Blazers,0022300529,L
1122,18,26,13,18,5,11,0,11,0,-7,10,3,-4,-2,4,Grizzlies,0022300537,L
1123,25,16,10,22,7,7,1,7,0,7,-10,-3,4,2,-4,Clippers,0022300537,W
1124,23,25,12,22,4,5,0,9,0,6,-6,6,-2,-6,-4,76ers,0022300532,W
1125,17,31,6,24,10,9,0,11,0,-6,6,-6,2,6,4,Kings,0022300532,L
1126,24,17,13,24,5,11,2,10,0,11,-8,-5,5,-4,1,Timberwolves,0022300538,W
1127,13,25,18,19,9,10,0,9,0,-11,8,5,-5,4,-1,Trail Blazers,0022300538,L
1128,23,27,12,16,6,4,1,10,0,-8,12,8,-9,-5,-7,Hawks,0022300533,L
1129,31,15,4,25,11,11,0,11,0,8,-12,-8,9,5,7,Pacers,0022300533,W
1130,22,24,8,23,7,8,0,13,0,1,1,-1,2,2,-1,Heat,0022300535,W
1131,21,23,9,21,5,9,0,11,0,-1,-1,1,-2,-2,1,Magic,0022300535,L
1132,23,22,11,18,2,5,0,12,0,-6,9,5,0,-5,-4,Warriors,0022300536,W
1133,29,13,6,18,7,9,1,13,0,6,-9,-5,0,5,4,Bulls,0022300536,L
1134,20,27,4,17,4,3,0,12,0,-7,8,-1,-8,-1,-2,Pelicans,0022300539,L
1135,27,19,5,25,5,5,0,10,0,7,-8,1,8,1,2,Nuggets,0022300539,W
1136,20,21,22,25,8,9,0,10,0,6,-15,9,2,1,-6,Spurs,0022300541,W
1137,14,36,13,23,7,15,1,12,0,-6,15,-9,-2,-1,6,Hornets,0022300541,L
1138,21,24,16,31,7,12,0,8,0,8,1,-4,17,0,0,Jazz,0022300540,W
1139,13,23,20,14,7,12,0,12,0,-8,-1,4,-17,0,0,Raptors,0022300540,L
1140,20,25,15,21,6,6,1,11,0,-4,6,13,-1,-4,-5,Rockets,0022300534,W
1141,24,19,2,22,10,11,0,15,0,4,-6,-13,1,4,5,Pistons,0022300534,L
1142,23,23,3,27,7,7,0,10,0,-1,-5,-1,5,5,1,Bucks,0022300545,W
1143,24,28,4,22,2,6,0,15,0,1,5,1,-5,-5,-1,Warriors,0022300545,L
1144,19,26,9,23,5,11,2,14,0,3,3,-7,0,0,1,Mavericks,0022300547,L
1145,16,23,16,23,5,10,0,12,0,-3,-3,7,0,0,-1,Pelicans,0022300547,W
1146,18,29,11,24,6,6,1,13,0,-8,8,5,1,3,-1,Spurs,0022300548,L
1147,26,21,6,23,3,7,1,14,0,8,-8,-5,-1,-3,1,Bulls,0022300548,W
1148,25,29,8,25,4,10,1,11,0,1,8,-8,2,-2,4,Jazz,0022300549,W
1149,24,21,16,23,6,6,0,10,0,-1,-8,8,-2,2,-4,Lakers,0022300549,L
1150,23,18,15,19,7,8,0,10,0,2,-7,4,-3,0,-4,Celtics,0022300542,W
1151,21,25,11,22,7,12,0,10,0,-2,7,-4,3,0,4,Rockets,0022300542,L
1152,21,24,10,27,8,8,1,9,0,5,-12,0,0,2,2,Wizards,0022300543,W
1153,16,36,10,27,6,6,0,12,0,-5,12,0,0,-2,-2,Hawks,0022300543,L
1154,22,24,6,17,5,7,0,13,0,2,2,-2,-10,-9,0,Grizzlies,0022300544,L
1155,20,22,8,27,14,7,0,7,0,-2,-2,2,10,9,0,Knicks,0022300544,W
1156,19,29,9,25,3,9,0,11,0,3,3,-1,-3,-6,-3,Thunder,0022300546,W
1157,16,26,10,28,9,12,0,10,0,-3,-3,1,3,6,3,Magic,0022300546,L
1158,18,17,5,21,9,9,0,8,0,1,-6,-1,4,3,2,Timberwolves,0022300553,W
1159,17,23,6,17,6,7,0,10,0,-1,6,1,-4,-3,-2,Clippers,0022300553,L
1160,22,13,19,15,6,8,1,11,0,-4,-14,14,-5,4,-3,Bucks,0022300552,W
1161,26,27,5,20,2,11,0,9,0,4,14,-14,5,-4,3,Kings,0022300552,L
1162,20,24,9,25,5,6,2,10,0,7,-9,4,-1,-4,-4,Heat,0022300551,W
1163,13,33,5,26,9,10,1,11,0,-7,9,-4,1,4,4,Hornets,0022300551,L
1164,23,25,13,24,9,14,1,16,0,1,12,-3,7,0,0,Pacers,0022300550,L
1165,22,13,16,17,9,14,0,13,0,-1,-12,3,-7,0,0,Nuggets,0022300550,W
1166,24,20,16,23,6,12,1,12,0,4,-7,4,6,-1,-1,Suns,0022300554,W
1167,20,27,12,17,7,13,1,11,0,-4,7,-4,-6,1,1,Trail Blazers,0022300554,L
1168,28,26,4,34,6,10,0,12,0,16,-7,-5,14,-4,5,Hawks,0022300559,W
1169,12,33,9,20,10,5,1,14,0,-16,7,5,-14,4,-5,Spurs,0022300559,L
1170,24,21,15,26,6,6,0,10,0,6,-6,4,7,-2,-9,Jazz,0022300564,W
1171,18,27,11,19,8,15,0,18,0,-6,6,-4,-7,2,9,Pacers,0022300564,L
1172,20,23,18,22,4,9,0,10,0,2,-1,9,0,-6,-5,76ers,0022300555,W
1173,18,24,9,22,10,14,0,14,0,-2,1,-9,0,6,5,Rockets,0022300555,L
1174,24,20,9,27,9,10,0,11,0,1,-8,2,9,6,1,Pistons,0022300558,W
1175,23,28,7,18,3,9,0,10,0,-1,8,-2,-9,-6,-1,Wizards,0022300558,L
1176,17,28,14,21,5,8,0,11,0,-6,6,9,-3,-3,-3,Grizzlies,0022300560,W
1177,23,22,5,24,8,11,0,12,0,6,-6,-9,3,3,3,Warriors,0022300560,L
1178,18,26,13,25,3,11,0,9,0,-1,2,3,4,0,-1,Knicks,0022300557,L
1179,19,24,10,21,3,12,0,11,0,1,-2,-3,-4,0,1,Magic,0022300557,W
1180,20,25,2,20,7,9,1,12,0,-2,-3,-3,-6,2,6,Bulls,0022300561,L
1181,22,28,5,26,5,3,0,13,0,2,3,3,6,-2,-6,Cavaliers,0022300561,W
1182,20,24,12,27,6,5,0,11,0,-1,-6,3,4,4,-5,Celtics,0022300563,W
1183,21,30,9,23,2,10,1,11,0,1,6,-3,-4,-4,5,Raptors,0022300563,L
1184,18,26,15,22,8,16,3,16,0,0,8,-8,5,3,4,Mavericks,0022300556,W
1185,18,18,23,17,5,12,0,11,0,0,-8,8,-5,-3,-4,Pelicans,0022300556,L
1186,20,28,6,27,4,7,0,9,0,2,-2,-1,2,1,0,Lakers,0022300565,W
1187,18,30,7,25,3,7,1,14,0,-2,2,1,-2,-1,0,Thunder,0022300565,L
1188,18,31,6,31,3,7,0,10,0,7,0,-3,8,-3,1,Nets,0022300562,L
1189,11,31,9,23,6,6,0,11,0,-7,0,3,-8,3,-1,Heat,0022300562,W
1190,18,24,11,22,8,7,0,11,0,-10,-1,8,5,4,-1,Suns,0022300567,W
1191,28,25,3,17,4,8,1,11,0,10,1,-8,-5,-4,1,Kings,0022300567,L
1192,22,20,8,14,3,9,0,13,0,0,0,-5,-8,-3,2,Thunder,0022300568,L
1193,22,20,13,22,6,7,1,10,0,0,0,5,8,3,-2,Clippers,0022300568,W
1194,28,14,16,13,3,14,0,8,0,0,-6,-3,-9,-1,4,76ers,0022300566,W
1195,28,20,19,22,4,10,0,10,0,0,6,3,9,1,-4,Nuggets,0022300566,L
1196,17,30,8,21,4,10,1,15,0,2,6,-8,-8,-5,-2,Rockets,0022300573,L
1197,15,24,16,29,9,12,0,10,0,-2,-6,8,8,5,2,Knicks,0022300573,W
1198,18,28,7,16,7,6,1,10,0,-11,9,0,-8,5,-2,Heat,0022300574,L
1199,29,19,7,24,2,8,0,11,0,11,-9,0,8,-5,2,Raptors,0022300574,W
1200,16,34,4,18,4,6,0,10,0,-11,11,-1,-18,-2,1,Bucks,0022300572,L
1201,27,23,5,36,6,5,1,11,0,11,-11,1,18,2,-1,Cavaliers,0022300572,W
1202,19,18,8,18,14,6,1,10,0,-2,-10,0,-4,7,-2,Hawks,0022300570,W
1203,21,28,8,22,7,8,0,11,0,2,10,0,4,-7,2,Magic,0022300570,L
1204,27,18,4,23,5,4,0,12,0,8,-12,1,3,-1,-1,Celtics,0022300571,W
1205,19,30,3,20,6,5,0,11,0,-8,12,-1,-3,1,1,Spurs,0022300571,L
1206,20,20,6,17,5,5,1,12,0,-2,-3,2,-3,1,2,Nets,0022300578,L
1207,22,23,4,20,4,3,0,11,0,2,3,-2,3,-1,-2,Trail Blazers,0022300578,W
1208,26,24,8,20,5,11,0,14,0,-1,1,-5,-6,1,5,Pistons,0022300569,L
1209,27,23,13,26,4,6,0,9,0,1,-1,5,6,-1,-5,Timberwolves,0022300569,W
1210,20,26,11,22,6,7,0,14,0,-3,-1,2,-4,0,-1,Mavericks,0022300577,L
1211,23,27,9,26,6,8,0,10,0,3,1,-2,4,0,1,Lakers,0022300577,W
1212,21,32,10,24,6,8,1,12,0,-2,14,2,2,-3,-1,Hornets,0022300575,L
1213,23,18,8,22,9,9,0,12,0,2,-14,-2,-2,3,1,Pelicans,0022300575,W
1214,28,18,9,17,4,9,0,14,0,7,0,-3,1,-3,-2,Pacers,0022300583,W
1215,21,18,12,16,7,11,1,12,0,-7,0,3,-1,3,2,Kings,0022300583,L
1216,17,27,8,25,10,9,1,8,0,0,2,-2,2,4,2,Knicks,0022300579,W
1217,17,25,10,23,6,7,2,10,0,0,-2,2,-2,-4,-2,Wizards,0022300579,L
1218,23,21,9,16,6,10,2,12,0,-2,1,-1,-7,-1,-2,Raptors,0022300580,L
1219,25,20,10,23,7,12,0,14,0,2,-1,1,7,1,2,Bulls,0022300580,W
1220,22,25,5,23,8,8,0,10,0,2,0,-1,2,-2,3,Grizzlies,0022300582,L
1221,20,25,6,21,10,5,1,9,0,-2,0,1,-2,2,-3,Timberwolves,0022300582,W
1222,30,20,10,20,5,13,0,14,0,8,1,-7,5,-5,3,Thunder,0022300581,W
1223,22,19,17,15,10,10,0,9,0,-8,-1,7,-5,5,-3,Jazz,0022300581,L
1224,26,23,9,22,4,2,2,10,0,1,1,7,3,-1,-6,Lakers,0022300591,L
1225,25,22,2,19,5,8,1,11,0,-1,-1,-7,-3,1,6,Nets,0022300591,W
1226,22,24,7,21,5,8,0,12,0,1,-2,0,-1,-2,0,Hawks,0022300587,W
1227,21,26,7,22,7,8,0,9,0,-1,2,0,1,2,0,Heat,0022300587,L
1228,22,21,18,16,4,11,0,10,0,-1,1,8,-4,-8,-2,76ers,0022300585,W
1229,23,20,10,20,12,13,1,12,0,1,-1,-8,4,8,2,Magic,0022300585,L
1230,26,18,11,25,6,8,1,9,0,7,-9,5,9,-1,-1,Trail Blazers,0022300590,W
1231,19,27,6,16,7,9,0,18,0,-7,9,-5,-9,1,1,Pacers,0022300590,L
1232,25,26,16,27,3,12,0,13,0,7,-1,0,8,-5,1,Suns,0022300588,W
1233,18,27,16,19,8,11,1,12,0,-7,1,0,-8,5,-1,Pelicans,0022300588,L
1234,22,25,7,20,1,10,0,9,0,-1,8,1,0,-5,3,Celtics,0022300586,L
1235,23,17,6,20,6,7,0,10,0,1,-8,-1,0,5,-3,Nuggets,0022300586,W
1236,25,20,7,18,6,7,0,13,0,0,2,-3,-5,-2,1,Spurs,0022300584,L
1237,25,18,10,23,8,6,1,14,0,0,-2,3,5,2,-1,Hornets,0022300584,W
1238,24,18,4,28,13,9,1,9,0,2,-6,-3,16,9,1,Knicks,0022300596,W
1239,22,24,7,12,4,8,1,11,0,-2,6,3,-16,-9,-1,Raptors,0022300596,L
1240,16,24,15,23,4,5,0,8,0,-3,-4,10,-2,-1,-4,76ers,0022300593,W
1241,19,28,5,25,5,9,1,12,0,3,4,-10,2,1,4,Hornets,0022300593,L
1242,26,20,18,23,5,6,0,10,0,2,-3,6,3,1,-5,Bucks,0022300592,W
1243,24,23,12,20,4,11,1,17,0,-2,3,-6,-3,-1,5,Pistons,0022300592,L
1244,18,22,12,23,13,14,1,13,0,0,-2,-6,2,7,5,Timberwolves,0022300599,L
1245,18,24,18,21,6,9,0,14,0,0,2,6,-2,-7,-5,Thunder,0022300599,W
1246,29,20,8,22,7,8,0,11,0,3,-2,-3,4,2,0,Spurs,0022300594,W
1247,26,22,11,18,5,8,2,8,0,-3,2,3,-4,-2,0,Wizards,0022300594,L
1248,25,30,7,29,4,9,0,11,0,6,2,-2,7,-4,0,Rockets,0022300598,W
1249,19,28,9,22,8,9,0,9,0,-6,-2,2,-7,4,0,Jazz,0022300598,L
1250,16,23,3,20,9,4,0,13,0,-3,-1,-3,-4,2,0,Grizzlies,0022300597,L
1251,19,24,6,24,7,4,0,11,0,3,1,3,4,-2,0,Bulls,0022300597,W
1252,21,24,11,27,7,7,0,12,0,2,-5,7,5,0,-3,Cavaliers,0022300595,W
1253,19,29,4,22,7,10,0,12,0,-2,5,-7,-5,0,3,Hawks,0022300595,L
1254,23,22,6,25,7,11,0,11,0,6,-3,-7,4,1,4,Nets,0022300600,L
1255,17,25,13,21,6,7,1,9,0,-6,3,7,-4,-1,-4,Clippers,0022300600,W
1256,20,24,12,19,7,9,0,11,0,-6,-5,2,-9,2,3,Rockets,0022300603,L
1257,26,29,10,28,5,6,0,11,0,6,5,-2,9,-2,-3,Celtics,0022300603,W
1258,25,20,12,21,3,6,2,10,0,4,-4,4,1,-3,-4,Lakers,0022300605,W
1259,21,24,8,20,6,10,1,11,0,-4,4,-4,-1,3,4,Trail Blazers,0022300605,L
1260,26,17,10,21,10,10,0,15,0,2,-13,1,0,4,-1,Suns,0022300604,W
1261,24,30,9,21,6,11,1,15,0,-2,13,-1,0,-4,1,Pacers,0022300604,L
1262,14,26,13,21,7,9,0,12,0,-5,3,2,-2,1,2,Heat,0022300601,L
1263,19,23,11,23,6,7,0,16,0,5,-3,-2,2,-1,-2,Magic,0022300601,W
1264,26,21,8,25,6,10,1,13,0,8,-2,-5,10,-4,2,Nuggets,0022300602,W
1265,18,23,13,15,10,8,0,10,0,-8,2,5,-10,4,-2,Wizards,0022300602,L
1266,23,25,13,21,3,8,0,13,0,0,-1,8,-1,-2,0,Celtics,0022300611,W
1267,23,26,5,22,5,8,0,15,0,0,1,-8,1,2,0,Mavericks,0022300611,L
1268,21,24,15,24,8,14,0,14,0,2,-3,-4,3,4,3,Pistons,0022300606,L
1269,19,27,19,21,4,11,0,11,0,-2,3,4,-3,-4,-3,Bucks,0022300606,W
1270,18,21,12,16,6,4,0,12,0,-10,-2,10,-7,1,-7,Suns,0022300612,W
1271,28,23,2,23,5,11,1,12,0,10,2,-10,7,-1,7,Bulls,0022300612,L
1272,24,14,15,15,8,6,0,9,0,-1,-1,4,1,1,-5,Timberwolves,0022300610,L
1273,25,15,11,14,7,11,0,12,0,1,1,-4,-1,-1,5,Hornets,0022300610,W
1274,22,21,6,21,8,5,0,8,0,4,-1,0,-4,-3,1,Grizzlies,0022300609,W
1275,18,22,6,25,11,4,1,12,0,-4,1,0,4,3,-1,Raptors,0022300609,L
1276,22,24,7,20,3,9,0,14,0,-1,-3,-11,-7,1,2,Spurs,0022300608,L
1277,23,27,18,27,2,7,0,9,0,1,3,11,7,-1,-2,76ers,0022300608,W
1278,12,38,16,29,4,5,0,13,0,-11,12,12,-2,-1,-6,Hawks,0022300613,L
1279,23,26,4,31,5,11,0,14,0,11,-12,-12,2,1,6,Kings,0022300613,W
1280,25,17,13,20,4,10,0,13,0,9,-2,-4,4,-7,0,Cavaliers,0022300607,W
1281,16,19,17,16,11,10,0,16,0,-9,2,4,-4,7,0,Magic,0022300607,L
1282,19,25,8,24,7,7,0,8,0,-1,-6,5,1,1,-1,Knicks,0022300615,W
1283,20,31,3,23,6,8,0,9,0,1,6,-5,-1,-1,1,Nets,0022300615,L
1284,29,20,11,29,6,10,0,16,0,7,-5,2,11,1,2,Pelicans,0022300616,W
1285,22,25,9,18,5,8,0,11,0,-7,5,-2,-11,-1,-2,Jazz,0022300616,L
1286,25,16,10,19,5,6,0,10,0,2,-10,3,1,1,-1,Pacers,0022300614,L
1287,23,26,7,18,4,7,0,10,0,-2,10,-3,-1,-1,1,Nuggets,0022300614,W
1288,33,17,4,17,4,10,0,8,0,9,-5,-11,-3,-2,4,Clippers,0022300618,W
1289,24,22,15,20,6,6,0,11,0,-9,5,11,3,2,-4,Lakers,0022300618,L
1290,23,21,10,23,10,13,0,13,0,1,1,-8,2,0,5,Trail Blazers,0022300617,L
1291,22,20,18,21,10,8,0,13,0,-1,-1,8,-2,0,-5,Thunder,0022300617,W
1292,24,18,5,21,10,11,0,14,0,5,-8,-9,-1,3,7,Thunder,0022300622,W
1293,19,26,14,22,7,4,0,14,0,-5,8,9,1,-3,-7,Spurs,0022300622,L
1294,25,22,12,21,4,8,0,12,0,1,-4,3,-4,-2,-1,Warriors,0022300626,W
1295,24,26,9,25,6,9,0,12,0,-1,4,-3,4,2,1,Hawks,0022300626,L
1296,20,24,7,23,4,7,3,12,0,-2,1,4,1,-1,-1,Hornets,0022300619,L
1297,22,23,3,22,5,8,0,12,0,2,-1,-4,-1,1,1,Pistons,0022300619,W
1298,21,21,9,19,9,16,0,16,0,2,-2,-9,-3,1,5,Mavericks,0022300625,L
1299,19,23,18,22,8,11,0,11,0,-2,2,9,3,-1,-5,Suns,0022300625,W
1300,21,22,5,18,7,7,0,13,0,-2,-3,-3,-8,1,2,Cavaliers,0022300624,L
1301,23,25,8,26,6,5,0,10,0,2,3,3,8,-1,-2,Bucks,0022300624,W
1302,19,34,19,25,3,11,0,12,0,-1,15,3,-2,-7,-2,Timberwolves,0022300620,W
1303,20,19,16,27,10,13,0,13,0,1,-15,-3,2,7,2,Wizards,0022300620,L
1304,23,18,12,19,4,9,1,9,0,3,-5,-3,-1,0,-1,Rockets,0022300623,L
1305,20,23,15,20,4,10,1,11,0,-3,5,3,1,0,1,Trail Blazers,0022300623,W
1306,17,23,6,25,12,11,0,13,0,4,-3,-8,2,2,4,Grizzlies,0022300621,W
1307,13,26,14,23,10,7,0,12,0,-4,3,8,-2,-2,-4,Heat,0022300621,L
1308,16,25,7,20,9,9,0,12,0,-6,4,-4,-4,5,2,Nuggets,0022300631,L
1309,22,21,11,24,4,7,0,9,0,6,-4,4,4,-5,-2,Knicks,0022300631,W
1310,27,15,12,21,5,5,1,10,0,1,-7,5,6,3,-1,Celtics,0022300630,W
1311,26,22,7,15,2,6,0,13,0,-1,7,-5,-6,-3,1,Heat,0022300630,L
1312,19,25,5,18,6,8,1,11,0,-4,6,-5,-2,1,2,Nets,0022300629,L
1313,23,19,10,20,5,6,0,9,0,4,-6,5,2,-1,-2,Timberwolves,0022300629,W
1314,24,22,14,15,4,7,0,11,0,-2,6,4,-1,0,-3,Warriors,0022300632,L
1315,26,16,10,16,4,10,0,10,0,2,-6,-4,1,0,3,Kings,0022300632,W
1316,22,23,19,18,5,12,0,12,0,-5,1,8,-7,-2,-2,76ers,0022300627,L
1317,27,22,11,25,7,14,0,11,0,5,-1,-8,7,2,2,Pacers,0022300627,W
1318,27,17,12,15,4,6,1,12,0,4,-10,7,-10,-4,-4,Lakers,0022300633,W
1319,23,27,5,25,8,10,2,15,0,-4,10,-7,10,4,4,Bulls,0022300633,L
1320,26,26,5,29,9,9,0,7,0,4,4,-7,12,3,3,Jazz,0022300628,W
1321,22,22,12,17,6,6,0,10,0,-4,-4,7,-12,-3,-3,Wizards,0022300628,L
1322,16,27,7,27,11,8,0,13,0,-3,-2,-2,2,9,1,Pelicans,0022300640,L
1323,19,29,9,25,2,7,1,14,0,3,2,2,-2,-9,-1,Thunder,0022300640,W
1324,23,20,14,18,5,6,0,11,0,-4,3,10,1,-1,-6,Hawks,0022300634,L
1325,27,17,4,17,6,12,1,11,0,4,-3,-10,-1,1,6,Mavericks,0022300634,W
1326,25,20,8,21,7,11,1,10,0,3,2,-7,6,4,3,Grizzlies,0022300638,W
1327,22,18,15,15,3,8,1,13,0,-3,-2,7,-6,-4,-3,Magic,0022300638,L
1328,22,22,12,26,9,17,0,12,0,6,-11,-11,-2,2,4,Bucks,0022300639,L
1329,16,33,23,28,7,13,0,15,0,-6,11,11,2,-2,-4,Cavaliers,0022300639,W
1330,30,14,13,20,12,7,0,13,0,-1,-12,8,-1,4,-3,Suns,0022300636,L
1331,31,26,5,21,8,10,1,11,0,1,12,-8,1,-4,3,Pacers,0022300636,W
1332,21,29,9,23,5,9,1,12,0,-5,6,-1,-2,-1,1,Raptors,0022300637,L
1333,26,23,10,25,6,8,0,9,0,5,-6,1,2,1,-1,Clippers,0022300637,W
1334,23,31,12,30,8,7,0,12,0,2,6,2,10,0,-3,Spurs,0022300641,W
1335,21,25,10,20,8,10,0,11,0,-2,-6,-2,-10,0,3,Trail Blazers,0022300641,L
1336,20,29,15,26,2,10,1,12,0,2,3,-1,-1,-4,-3,Rockets,0022300635,W
1337,18,26,16,27,6,13,0,11,0,-2,-3,1,1,4,3,Hornets,0022300635,L
1338,32,17,6,29,6,6,0,5,0,12,-13,0,14,1,-2,Jazz,0022300647,W
1339,20,30,6,15,5,8,0,9,0,-12,13,0,-14,-1,2,Hornets,0022300647,L
1340,26,19,15,20,6,9,0,11,0,1,-6,9,-2,-4,-5,Lakers,0022300650,W
1341,25,25,6,22,10,14,0,14,0,-1,6,-9,2,4,5,Warriors,0022300650,L
1342,15,36,5,27,4,8,0,11,0,-6,8,-6,-4,0,1,Celtics,0022300646,L
1343,21,28,11,31,4,7,0,10,0,6,-8,6,4,0,-1,Clippers,0022300646,W
1344,18,27,10,18,1,6,1,12,0,-5,3,2,-12,-3,-1,Heat,0022300643,L
1345,23,24,8,30,4,7,0,9,0,5,-3,-2,12,3,1,Knicks,0022300643,W
1346,22,20,18,18,5,8,1,11,0,-4,7,9,1,-2,-6,Nuggets,0022300644,W
1347,26,13,9,17,7,14,0,16,0,4,-7,-9,-1,2,6,76ers,0022300644,L
1348,19,34,5,24,5,12,1,14,0,-5,13,-5,1,1,5,Mavericks,0022300651,L
1349,24,21,10,23,4,7,0,15,0,5,-13,5,-1,-1,-5,Kings,0022300651,W
1350,23,18,11,21,6,12,0,9,0,9,-9,2,1,-4,1,Nets,0022300645,W
1351,14,27,9,20,10,11,0,16,0,-9,9,-2,-1,4,-1,Rockets,0022300645,L
1352,22,21,7,18,10,10,0,12,0,-3,6,-5,-1,3,5,Spurs,0022300649,W
1353,25,15,12,19,7,5,0,10,0,3,-6,5,1,-3,-5,Timberwolves,0022300649,L
1354,21,21,18,24,10,9,0,12,0,-4,-9,12,4,6,-2,Pistons,0022300642,L
1355,25,30,6,20,4,11,1,11,0,4,9,-12,-4,-6,2,Wizards,0022300642,W
1356,29,19,6,20,2,8,1,11,0,5,-1,-3,2,-3,1,Bucks,0022300648,W
1357,24,20,9,18,5,7,0,17,0,-5,1,3,-2,3,-1,Pelicans,0022300648,L
1358,21,26,5,23,6,7,0,13,0,1,6,1,3,-1,-1,Grizzlies,0022300652,L
1359,20,20,4,20,7,8,0,13,0,-1,-6,-1,-3,1,1,Pacers,0022300652,W
1360,20,25,18,25,6,9,1,12,0,-1,3,7,4,0,-3,Hawks,0022300653,W
1361,21,22,11,21,6,12,0,11,0,1,-3,-7,-4,0,3,Raptors,0022300653,L
1362,27,28,14,27,1,7,0,10,0,1,8,7,6,-4,-4,Pistons,0022300654,W
1363,26,20,7,21,5,11,0,11,0,-1,-8,-7,-6,4,4,Thunder,0022300654,L
1364,24,20,4,19,1,7,1,11,0,8,-5,-4,-3,-6,0,Bulls,0022300656,W
1365,16,25,8,22,7,7,0,9,0,-8,5,4,3,6,0,Trail Blazers,0022300656,L
1366,24,12,11,20,12,9,0,11,0,4,-16,2,5,8,-1,Suns,0022300655,L
1367,20,28,9,15,4,10,1,11,0,-4,16,-2,-5,-8,1,Magic,0022300655,W
1368,21,22,12,22,10,6,0,12,0,0,-3,1,-1,3,-2,Wizards,0022300665,W
1369,21,25,11,23,7,8,0,16,0,0,3,-1,1,-3,2,Spurs,0022300665,L
1370,28,15,11,17,7,16,0,12,0,7,1,-6,4,-2,5,Magic,0022300666,L
1371,21,14,17,13,9,11,1,10,0,-7,-1,6,-4,2,-5,Mavericks,0022300666,W
1372,20,26,13,19,4,9,0,13,0,-3,4,3,-3,-1,-4,76ers,0022300668,L
1373,23,22,10,22,5,13,1,11,0,3,-4,-3,3,1,4,Trail Blazers,0022300668,W
1374,24,24,12,27,3,8,1,10,0,7,-7,3,3,-3,-5,Suns,0022300661,W
1375,17,31,9,24,6,13,1,14,0,-7,7,-3,-3,3,5,Heat,0022300661,L
1376,18,26,7,25,4,5,0,8,0,0,-1,4,0,-2,-1,Knicks,0022300657,W
1377,18,27,3,25,6,6,2,9,0,0,1,-4,0,2,1,Hornets,0022300657,L
1378,24,23,6,21,4,5,0,11,0,4,-2,0,0,-2,-2,Pelicans,0022300659,L
1379,20,25,6,21,6,7,0,10,0,-4,2,0,0,2,2,Celtics,0022300659,W
1380,18,24,8,23,6,10,0,13,0,1,2,-3,1,-2,1,Timberwolves,0022300664,W
1381,17,22,11,22,8,9,0,14,0,-1,-2,3,-1,2,-1,Thunder,0022300664,L
1382,16,28,16,18,4,6,0,11,0,-4,4,10,-14,-8,-4,Grizzlies,0022300663,L
1383,20,24,6,32,12,10,0,12,0,4,-4,-10,14,8,4,Kings,0022300663,W
