,FIELD_GOAL_MADE,FIELD_GOAL_MISSED,FREE_THROW,REBOUND,TURNOVER,FOUL,VIOLATION,SUBSTITUTION,EJECTION,FGA
929,20,24,3,19,8,9,0,10,0,44
930,21,23,5,18,6,10,0,11,0,44
931,22,23,12,24,6,6,0,12,0,45
932,17,26,11,19,10,10,1,9,0,43
933,22,21,10,24,12,10,0,11,0,43
934,23,22,11,21,11,8,0,11,0,45
935,26,24,12,23,7,8,1,8,0,50
936,16,30,8,18,3,8,1,16,0,46
937,18,25,13,26,4,9,1,12,0,43
938,21,27,17,20,6,7,0,10,0,48
939,22,16,10,21,12,13,0,13,0,38
940,24,22,5,21,5,8,0,11,0,46
941,23,28,4,26,6,7,0,14,0,51
942,18,31,10,21,3,9,0,14,0,49
943,23,19,12,29,9,10,0,13,0,42
944,25,18,5,18,11,7,2,10,0,43
945,24,27,7,24,7,7,0,8,0,51
946,19,22,14,26,10,11,1,12,0,41
947,23,28,9,22,4,8,0,11,0,51
948,19,22,17,16,7,9,1,12,0,41
949,26,21,15,27,6,12,0,13,0,47
950,22,25,4,15,3,7,1,11,0,47
951,24,21,8,27,5,3,0,9,0,45
952,25,22,15,19,3,10,0,13,0,47
953,22,30,11,24,6,11,0,13,0,52
954,28,25,11,32,6,9,0,12,0,53
955,21,29,10,18,4,8,0,10,0,50
956,22,17,12,22,8,10,0,12,0,39
957,20,30,10,21,2,12,0,11,0,50
958,19,23,15,18,4,11,0,12,0,42
959,25,25,13,28,4,13,0,12,0,50
960,23,26,7,21,4,7,1,13,0,49
961,24,26,8,27,5,9,0,11,0,50
962,22,21,12,25,8,14,0,10,0,43
963,18,32,21,24,5,12,0,13,0,50
964,22,23,6,23,7,9,0,11,0,45
965,23,24,9,18,4,5,0,12,0,47
966,20,25,6,23,6,5,0,10,0,45
967,20,24,5,25,7,7,1,10,0,44
968,19,23,4,17,8,8,2,12,0,42
969,20,23,14,23,7,9,1,9,0,43
970,19,25,14,18,4,9,1,11,0,44
971,22,14,7,18,8,8,0,6,0,36
972,15,18,18,17,8,11,0,10,0,33
973,20,27,14,24,3,12,0,15,0,47
974,21,25,15,21,4,12,0,12,0,46
975,24,24,13,25,5,11,1,13,0,48
976,18,24,2,18,8,7,0,13,0,42
977,19,27,7,28,9,11,0,15,0,46
978,13,33,2,17,6,4,0,11,0,46
979,23,21,4,29,8,5,0,14,0,44
980,18,30,15,27,8,10,0,11,0,48
981,21,20,14,17,6,10,0,11,0,41
982,20,22,14,23,8,8,0,12,0,42
983,23,22,5,17,6,10,0,16,0,45
984,15,32,14,25,8,9,0,17,0,47
985,27,18,11,22,2,12,0,9,0,45
986,17,26,9,21,6,9,0,10,0,43
987,16,25,6,24,11,12,0,13,0,41
988,19,31,4,19,7,11,0,14,0,50
989,22,24,13,27,6,7,0,13,0,46
990,25,18,11,20,6,10,0,12,0,43
991,18,17,13,14,12,10,0,12,0,35
992,18,19,7,23,12,7,0,10,0,37
993,20,27,6,22,5,6,0,13,0,47
994,28,23,5,24,9,9,0,8,0,51
995,25,26,10,19,7,8,2,10,0,51
996,23,26,4,20,3,4,0,11,0,49
997,27,25,0,25,4,4,0,9,0,52
998,26,16,25,18,5,12,0,12,0,42
999,16,25,12,20,14,20,0,15,1,41
1000,22,15,11,22,6,10,0,11,0,37
1001,17,24,10,11,4,8,0,11,0,41
1002,24,17,14,22,8,10,1,11,0,41
1003,20,24,9,19,9,11,1,12,0,44
1004,16,26,12,29,15,10,0,10,0,42
1005,19,27,13,20,5,10,2,13,0,46
1006,23,23,23,27,5,9,0,12,0,46
1007,21,27,9,22,9,14,1,18,0,48
1008,20,23,9,19,7,8,1,14,0,43
1009,19,22,3,24,12,8,0,9,0,41
1010,27,22,6,20,6,12,0,11,0,49
1011,25,20,14,20,5,8,2,11,0,45
1012,23,23,12,16,5,8,0,12,0,46
1013,29,18,8,21,4,9,1,12,0,47
1014,23,24,7,22,7,6,0,12,0,47
1015,25,24,6,20,8,7,0,9,0,49
1016,19,25,14,21,6,7,1,8,0,44
1017,25,23,13,23,3,10,0,8,0,48
1018,17,30,2,22,7,13,1,14,0,47
1019,19,19,7,25,9,7,0,14,0,38
1020,18,21,14,19,6,8,0,10,0,39
1021,25,22,2,21,4,10,0,11,0,47
1022,19,22,12,29,11,8,0,11,0,41
1023,20,33,2,22,6,12,1,14,0,53
1024,19,31,15,18,4,7,1,12,0,50
1025,31,13,9,23,9,12,0,11,0,44
1026,19,28,13,24,7,9,1,11,0,47
1027,27,25,8,27,5,10,1,11,0,52
1028,24,29,5,20,4,6,1,9,0,53
1029,21,19,8,26,12,9,0,12,0,40
1030,26,21,6,26,10,12,0,13,0,47
1031,18,26,12,20,8,8,0,11,0,44
1032,26,21,15,27,6,12,0,13,0,47
1033,19,23,9,14,8,13,0,16,0,42
1034,30,25,7,28,6,11,0,12,0,55
1035,19,23,15,19,7,8,1,12,0,42
1036,23,22,16,31,6,7,0,12,0,45
1037,15,34,8,27,9,11,0,11,0,49
1038,19,23,10,25,8,7,0,13,0,42
1039,15,22,3,17,10,9,1,9,0,37
1040,17,25,7,19,10,6,0,10,0,42
1041,21,24,11,27,7,9,0,9,0,45
1042,15,28,8,22,4,7,1,13,0,43
1043,21,22,9,27,4,7,0,9,0,43
1044,15,23,13,19,5,10,0,11,0,38
1045,22,22,15,26,2,9,0,11,0,44
1046,22,20,13,25,10,11,0,9,0,42
1047,16,25,13,22,14,8,0,10,0,41
1048,24,21,0,30,12,12,0,13,0,45
1049,18,27,13,18,5,5,0,12,0,45
1050,22,18,13,22,13,11,1,11,0,40
1051,21,33,15,19,4,11,0,16,0,54
1052,25,19,9,25,5,10,0,12,0,44
1053,19,25,11,21,5,12,1,11,0,44
1054,22,24,8,22,6,8,0,10,0,46
1055,21,23,8,21,6,7,0,12,0,44
1056,20,20,6,20,10,7,1,10,0,40
1057,18,23,13,17,5,8,0,9,0,41
1058,25,24,9,26,7,14,0,12,0,49
1059,22,28,10,26,9,12,0,13,0,50
1060,23,21,13,19,5,14,0,11,0,44
1061,20,26,19,26,5,12,1,16,0,46
1062,23,22,7,18,4,8,0,12,0,45
1063,25,15,13,17,2,4,0,11,0,40
1064,32,20,5,28,2,6,0,9,0,52
1065,20,32,4,21,6,5,1,12,0,52
1066,18,21,14,24,9,11,1,11,0,39
1067,17,27,12,17,6,12,0,10,0,44
1068,17,26,6,9,5,5,0,12,0,43
1069,29,17,6,29,6,6,0,16,0,46
1070,26,21,9,21,7,12,0,11,0,47
1071,21,24,15,19,7,9,1,11,0,45
1072,22,24,5,21,7,13,0,12,0,46
1073,26,23,12,26,7,8,0,9,0,49
1074,16,32,7,18,5,7,0,9,0,48
1075,28,25,6,31,4,7,1,10,0,53
1076,22,21,16,12,3,9,1,10,0,43
1077,28,14,8,21,7,10,0,9,0,42
1078,21,19,16,22,7,10,0,11,0,40
1079,19,24,13,18,7,15,1,14,0,43
1080,19,21,9,23,7,8,0,14,0,40
1081,16,29,6,25,6,9,1,11,0,45
1082,23,24,7,25,5,6,0,10,0,47
1083,21,22,6,21,5,9,0,10,0,43
1084,30,14,10,20,11,13,0,11,0,44
1085,23,22,12,17,9,10,0,16,0,45
1086,26,24,11,26,4,11,0,10,0,50
1087,18,25,16,16,6,8,0,16,0,43
1088,13,34,7,17,7,14,1,11,0,47
1089,25,17,12,28,8,8,0,14,0,42
1090,16,27,6,18,7,13,0,11,0,43
1091,20,27,16,31,5,5,0,11,0,47
1092,22,23,9,17,4,6,0,11,0,45
1093,25,18,3,18,8,9,0,12,0,43
1094,21,25,9,25,6,7,0,11,0,46
1095,21,26,9,24,6,5,0,14,0,47
1096,26,18,12,15,3,6,0,11,0,44
1097,27,12,6,14,7,9,0,14,0,39
1098,17,21,12,20,5,10,0,9,0,38
1099,20,25,10,25,3,10,0,8,0,45
1100,23,23,6,19,4,6,1,11,0,46
1101,27,17,7,18,4,7,0,12,0,44
1102,25,24,11,27,4,7,0,14,0,49
1103,21,24,9,18,3,8,1,15,0,45
1104,18,24,14,18,7,9,0,14,0,42
1105,26,16,12,20,5,7,0,15,0,42
1106,23,27,16,30,8,10,0,12,0,50
1107,21,27,17,24,6,12,0,16,0,48
1108,20,26,13,24,7,10,0,10,0,46
1109,20,28,14,30,10,11,1,10,0,48
1110,22,20,8,21,11,10,0,11,0,42
1111,25,21,12,20,5,9,0,14,0,46
1112,16,34,6,17,4,7,0,9,0,50
1113,28,21,11,33,3,8,0,11,0,49
1114,12,24,7,18,12,11,0,13,0,36
1115,17,25,16,25,6,9,1,12,0,42
1116,26,19,18,21,5,8,0,15,0,45
1117,21,24,13,22,9,16,0,9,0,45
1118,26,28,10,26,3,6,2,12,0,54
1119,20,22,10,21,9,10,1,12,0,42
1120,29,20,18,28,4,7,0,13,0,49
1121,15,39,7,23,7,15,0,9,0,54
1122,18,26,13,18,5,11,0,11,0,44
1123,25,16,10,22,7,7,1,7,0,41
1124,23,25,12,22,4,5,0,9,0,48
1125,17,31,6,24,10,9,0,11,0,48
1126,24,17,13,24,5,11,2,10,0,41
1127,13,25,18,19,9,10,0,9,0,38
1128,23,27,12,16,6,4,1,10,0,50
1129,31,15,4,25,11,11,0,11,0,46
1130,22,24,8,23,7,8,0,13,0,46
1131,21,23,9,21,5,9,0,11,0,44
1132,23,22,11,18,2,5,0,12,0,45
1133,29,13,6,18,7,9,1,13,0,42
1134,20,27,4,17,4,3,0,12,0,47
1135,27,19,5,25,5,5,0,10,0,46
1136,20,21,22,25,8,9,0,10,0,41
1137,14,36,13,23,7,15,1,12,0,50
1138,21,24,16,31,7,12,0,8,0,45
1139,13,23,20,14,7,12,0,12,0,36
1140,20,25,15,21,6,6,1,11,0,45
1141,24,19,2,22,10,11,0,15,0,43
1142,23,23,3,27,7,7,0,10,0,46
1143,24,28,4,22,2,6,0,15,0,52
1144,19,26,9,23,5,11,2,14,0,45
1145,16,23,16,23,5,10,0,12,0,39
1146,18,29,11,24,6,6,1,13,0,47
1147,26,21,6,23,3,7,1,14,0,47
1148,25,29,8,25,4,10,1,11,0,54
1149,24,21,16,23,6,6,0,10,0,45
1150,23,18,15,19,7,8,0,10,0,41
1151,21,25,11,22,7,12,0,10,0,46
1152,21,24,10,27,8,8,1,9,0,45
1153,16,36,10,27,6,6,0,12,0,52
1154,22,24,6,17,5,7,0,13,0,46
1155,20,22,8,27,14,7,0,7,0,42
1156,19,29,9,25,3,9,0,11,0,48
1157,16,26,10,28,9,12,0,10,0,42
1158,18,17,5,21,9,9,0,8,0,35
1159,17,23,6,17,6,7,0,10,0,40
1160,22,13,19,15,6,8,1,11,0,35
1161,26,27,5,20,2,11,0,9,0,53
1162,20,24,9,25,5,6,2,10,0,44
1163,13,33,5,26,9,10,1,11,0,46
1164,23,25,13,24,9,14,1,16,0,48
1165,22,13,16,17,9,14,0,13,0,35
1166,24,20,16,23,6,12,1,12,0,44
1167,20,27,12,17,7,13,1,11,0,47
1168,28,26,4,34,6,10,0,12,0,54
1169,12,33,9,20,10,5,1,14,0,45
1170,24,21,15,26,6,6,0,10,0,45
1171,18,27,11,19,8,15,0,18,0,45
1172,20,23,18,22,4,9,0,10,0,43
1173,18,24,9,22,10,14,0,14,0,42
1174,24,20,9,27,9,10,0,11,0,44
1175,23,28,7,18,3,9,0,10,0,51
1176,17,28,14,21,5,8,0,11,0,45
1177,23,22,5,24,8,11,0,12,0,45
1178,18,26,13,25,3,11,0,9,0,44
1179,19,24,10,21,3,12,0,11,0,43
1180,20,25,2,20,7,9,1,12,0,45
1181,22,28,5,26,5,3,0,13,0,50
1182,20,24,12,27,6,5,0,11,0,44
1183,21,30,9,23,2,10,1,11,0,51
1184,18,26,15,22,8,16,3,16,0,44
1185,18,18,23,17,5,12,0,11,0,36
1186,20,28,6,27,4,7,0,9,0,48
1187,18,30,7,25,3,7,1,14,0,48
1188,18,31,6,31,3,7,0,10,0,49
1189,11,31,9,23,6,6,0,11,0,42
1190,18,24,11,22,8,7,0,11,0,42
1191,28,25,3,17,4,8,1,11,0,53
1192,22,20,8,14,3,9,0,13,0,42
1193,22,20,13,22,6,7,1,10,0,42
1194,28,14,16,13,3,14,0,8,0,42
1195,28,20,19,22,4,10,0,10,0,48
1196,17,30,8,21,4,10,1,15,0,47
1197,15,24,16,29,9,12,0,10,0,39
1198,18,28,7,16,7,6,1,10,0,46
1199,29,19,7,24,2,8,0,11,0,48
1200,16,34,4,18,4,6,0,10,0,50
1201,27,23,5,36,6,5,1,11,0,50
1202,19,18,8,18,14,6,1,10,0,37
1203,21,28,8,22,7,8,0,11,0,49
1204,27,18,4,23,5,4,0,12,0,45
1205,19,30,3,20,6,5,0,11,0,49
1206,20,20,6,17,5,5,1,12,0,40
1207,22,23,4,20,4,3,0,11,0,45
1208,26,24,8,20,5,11,0,14,0,50
1209,27,23,13,26,4,6,0,9,0,50
1210,20,26,11,22,6,7,0,14,0,46
1211,23,27,9,26,6,8,0,10,0,50
1212,21,32,10,24,6,8,1,12,0,53
1213,23,18,8,22,9,9,0,12,0,41
1214,28,18,9,17,4,9,0,14,0,46
1215,21,18,12,16,7,11,1,12,0,39
1216,17,27,8,25,10,9,1,8,0,44
1217,17,25,10,23,6,7,2,10,0,42
1218,23,21,9,16,6,10,2,12,0,44
1219,25,20,10,23,7,12,0,14,0,45
1220,22,25,5,23,8,8,0,10,0,47
1221,20,25,6,21,10,5,1,9,0,45
1222,30,20,10,20,5,13,0,14,0,50
1223,22,19,17,15,10,10,0,9,0,41
1224,26,23,9,22,4,2,2,10,0,49
1225,25,22,2,19,5,8,1,11,0,47
1226,22,24,7,21,5,8,0,12,0,46
1227,21,26,7,22,7,8,0,9,0,47
1228,22,21,18,16,4,11,0,10,0,43
1229,23,20,10,20,12,13,1,12,0,43
1230,26,18,11,25,6,8,1,9,0,44
1231,19,27,6,16,7,9,0,18,0,46
1232,25,26,16,27,3,12,0,13,0,51
1233,18,27,16,19,8,11,1,12,0,45
1234,22,25,7,20,1,10,0,9,0,47
1235,23,17,6,20,6,7,0,10,0,40
1236,25,20,7,18,6,7,0,13,0,45
1237,25,18,10,23,8,6,1,14,0,43
1238,24,18,4,28,13,9,1,9,0,42
1239,22,24,7,12,4,8,1,11,0,46
1240,16,24,15,23,4,5,0,8,0,40
1241,19,28,5,25,5,9,1,12,0,47
1242,26,20,18,23,5,6,0,10,0,46
1243,24,23,12,20,4,11,1,17,0,47
1244,18,22,12,23,13,14,1,13,0,40
1245,18,24,18,21,6,9,0,14,0,42
1246,29,20,8,22,7,8,0,11,0,49
1247,26,22,11,18,5,8,2,8,0,48
1248,25,30,7,29,4,9,0,11,0,55
1249,19,28,9,22,8,9,0,9,0,47
1250,16,23,3,20,9,4,0,13,0,39
1251,19,24,6,24,7,4,0,11,0,43
1252,21,24,11,27,7,7,0,12,0,45
1253,19,29,4,22,7,10,0,12,0,48
1254,23,22,6,25,7,11,0,11,0,45
1255,17,25,13,21,6,7,1,9,0,42
1256,20,24,12,19,7,9,0,11,0,44
1257,26,29,10,28,5,6,0,11,0,55
1258,25,20,12,21,3,6,2,10,0,45
1259,21,24,8,20,6,10,1,11,0,45
1260,26,17,10,21,10,10,0,15,0,43
1261,24,30,9,21,6,11,1,15,0,54
1262,14,26,13,21,7,9,0,12,0,40
1263,19,23,11,23,6,7,0,16,0,42
1264,26,21,8,25,6,10,1,13,0,47
1265,18,23,13,15,10,8,0,10,0,41
1266,23,25,13,21,3,8,0,13,0,48
1267,23,26,5,22,5,8,0,15,0,49
1268,21,24,15,24,8,14,0,14,0,45
1269,19,27,19,21,4,11,0,11,0,46
1270,18,21,12,16,6,4,0,12,0,39
1271,28,23,2,23,5,11,1,12,0,51
1272,24,14,15,15,8,6,0,9,0,38
1273,25,15,11,14,7,11,0,12,0,40
1274,22,21,6,21,8,5,0,8,0,43
1275,18,22,6,25,11,4,1,12,0,40
1276,22,24,7,20,3,9,0,14,0,46
1277,23,27,18,27,2,7,0,9,0,50
1278,12,38,16,29,4,5,0,13,0,50
1279,23,26,4,31,5,11,0,14,0,49
1280,25,17,13,20,4,10,0,13,0,42
1281,16,19,17,16,11,10,0,16,0,35
1282,19,25,8,24,7,7,0,8,0,44
1283,20,31,3,23,6,8,0,9,0,51
1284,29,20,11,29,6,10,0,16,0,49
1285,22,25,9,18,5,8,0,11,0,47
1286,25,16,10,19,5,6,0,10,0,41
1287,23,26,7,18,4,7,0,10,0,49
1288,33,17,4,17,4,10,0,8,0,50
1289,24,22,15,20,6,6,0,11,0,46
1290,23,21,10,23,10,13,0,13,0,44
1291,22,20,18,21,10,8,0,13,0,42
1292,24,18,5,21,10,11,0,14,0,42
1293,19,26,14,22,7,4,0,14,0,45
1294,25,22,12,21,4,8,0,12,0,47
1295,24,26,9,25,6,9,0,12,0,50
1296,20,24,7,23,4,7,3,12,0,44
1297,22,23,3,22,5,8,0,12,0,45
1298,21,21,9,19,9,16,0,16,0,42
1299,19,23,18,22,8,11,0,11,0,42
1300,21,22,5,18,7,7,0,13,0,43
1301,23,25,8,26,6,5,0,10,0,48
1302,19,34,19,25,3,11,0,12,0,53
1303,20,19,16,27,10,13,0,13,0,39
1304,23,18,12,19,4,9,1,9,0,41
1305,20,23,15,20,4,10,1,11,0,43
1306,17,23,6,25,12,11,0,13,0,40
1307,13,26,14,23,10,7,0,12,0,39
1308,16,25,7,20,9,9,0,12,0,41
1309,22,21,11,24,4,7,0,9,0,43
1310,27,15,12,21,5,5,1,10,0,42
1311,26,22,7,15,2,6,0,13,0,48
1312,19,25,5,18,6,8,1,11,0,44
1313,23,19,10,20,5,6,0,9,0,42
1314,24,22,14,15,4,7,0,11,0,46
1315,26,16,10,16,4,10,0,10,0,42
1316,22,23,19,18,5,12,0,12,0,45
1317,27,22,11,25,7,14,0,11,0,49
1318,27,17,12,15,4,6,1,12,0,44
1319,23,27,5,25,8,10,2,15,0,50
1320,26,26,5,29,9,9,0,7,0,52
1321,22,22,12,17,6,6,0,10,0,44
1322,16,27,7,27,11,8,0,13,0,43
1323,19,29,9,25,2,7,1,14,0,48
1324,23,20,14,18,5,6,0,11,0,43
1325,27,17,4,17,6,12,1,11,0,44
1326,25,20,8,21,7,11,1,10,0,45
1327,22,18,15,15,3,8,1,13,0,40
1328,22,22,12,26,9,17,0,12,0,44
1329,16,33,23,28,7,13,0,15,0,49
1330,30,14,13,20,12,7,0,13,0,44
1331,31,26,5,21,8,10,1,11,0,57
1332,21,29,9,23,5,9,1,12,0,50
1333,26,23,10,25,6,8,0,9,0,49
1334,23,31,12,30,8,7,0,12,0,54
1335,21,25,10,20,8,10,0,11,0,46
1336,20,29,15,26,2,10,1,12,0,49
1337,18,26,16,27,6,13,0,11,0,44
1338,32,17,6,29,6,6,0,5,0,49
1339,20,30,6,15,5,8,0,9,0,50
1340,26,19,15,20,6,9,0,11,0,45
1341,25,25,6,22,10,14,0,14,0,50
1342,15,36,5,27,4,8,0,11,0,51
1343,21,28,11,31,4,7,0,10,0,49
1344,18,27,10,18,1,6,1,12,0,45
1345,23,24,8,30,4,7,0,9,0,47
1346,22,20,18,18,5,8,1,11,0,42
1347,26,13,9,17,7,14,0,16,0,39
1348,19,34,5,24,5,12,1,14,0,53
1349,24,21,10,23,4,7,0,15,0,45
1350,23,18,11,21,6,12,0,9,0,41
1351,14,27,9,20,10,11,0,16,0,41
1352,22,21,7,18,10,10,0,12,0,43
1353,25,15,12,19,7,5,0,10,0,40
1354,21,21,18,24,10,9,0,12,0,42
1355,25,30,6,20,4,11,1,11,0,55
1356,29,19,6,20,2,8,1,11,0,48
1357,24,20,9,18,5,7,0,17,0,44
1358,21,26,5,23,6,7,0,13,0,47
1359,20,20,4,20,7,8,0,13,0,40
1360,20,25,18,25,6,9,1,12,0,45
1361,21,22,11,21,6,12,0,11,0,43
1362,27,28,14,27,1,7,0,10,0,55
1363,26,20,7,21,5,11,0,11,0,46
1364,24,20,4,19,1,7,1,11,0,44
1365,16,25,8,22,7,7,0,9,0,41
1366,24,12,11,20,12,9,0,11,0,36
1367,20,28,9,15,4,10,1,11,0,48
1368,21,22,12,22,10,6,0,12,0,43
1369,21,25,11,23,7,8,0,16,0,46
1370,28,15,11,17,7,16,0,12,0,43
1371,21,14,17,13,9,11,1,10,0,35
1372,20,26,13,19,4,9,0,13,0,46
1373,23,22,10,22,5,13,1,11,0,45
1374,24,24,12,27,3,8,1,10,0,48
1375,17,31,9,24,6,13,1,14,0,48
1376,18,26,7,25,4,5,0,8,0,44
1377,18,27,3,25,6,6,2,9,0,45
1378,24,23,6,21,4,5,0,11,0,47
1379,20,25,6,21,6,7,0,10,0,45
1380,18,24,8,23,6,10,0,13,0,42
1381,17,22,11,22,8,9,0,14,0,39
1382,16,28,16,18,4,6,0,11,0,44
1383,20,24,6,32,12,10,0,12,0,44
